gene	rank	fdr	effect_size	#_active_guide-RNA
GPR3	10572	3.901393e-01	0.370714	2
PSAP	10573	3.901970e-01	0.21187	4
ZFHX4	10574	3.902547e-01	0.215598	4
OR1N1	10575	3.902755e-01	0.274233	3
PLCB2	10576	3.902755e-01	0.373508	2
C1QTNF5	10577	3.903331e-01	0.515437	1
EEF1AKMT2	10578	3.903908e-01	0.371837	2
WDR26	10579	3.904484e-01	0.207727	4
SLC6A18	10580	3.905060e-01	0.373771	2
MDK	10581	3.905267e-01	0.274896	3
PRELID2	10582	3.905267e-01	0.373964	2
SUSD6	10583	3.906419e-01	0.370487	2
ADH1C	10584	3.906419e-01	0.274884	3
DPP9	10585	3.906995e-01	0.213427	4
ALPI	10586	3.907408e-01	0.278921	3
EPCAM	10587	3.907408e-01	0.212667	4
FOXA2	10588	3.907408e-01	0.372051	2
SPA17	10589	3.907408e-01	0.275476	3
DYNLRB2	10590	3.908927e-01	0.369837	2
DERL3	10591	3.910447e-01	0.373584	2
XKR3	10592	3.911022e-01	0.210749	4
PRKX	10593	3.911597e-01	0.279551	3
MKX	10594	3.912171e-01	0.511358	1
GMIP	10595	3.912746e-01	0.508642	1
THEG5	10596	3.913320e-01	0.501565	1
SLC37A1	10597	3.914469e-01	0.373041	2
C1orf68	10598	3.914469e-01	0.368175	2
NOTCH2	10599	3.915987e-01	0.511996	1
NYAP1	10600	3.916561e-01	0.523136	1
ZNF777	10601	3.917135e-01	0.372998	2
TMCC2	10602	3.917709e-01	0.368845	2
N4BP2L2	10603	3.917913e-01	0.370213	2
LOC401052	10604	3.917913e-01	0.372669	2
CREBRF	10605	3.918486e-01	0.207126	4
GPAT2	10606	3.919060e-01	0.372502	2
MORC3	10607	3.919633e-01	0.511885	1
MARCH11	10608	3.920206e-01	0.372549	2
C1orf210	10609	3.921722e-01	0.510502	1
COL6A1	10610	3.922295e-01	0.512618	1
KIF17	10611	3.923810e-01	0.370253	2
PRAP1	10612	3.924013e-01	0.37114	2
LEMD1	10613	3.924013e-01	0.370379	2
GOLM1	10614	3.924586e-01	0.508684	1
LEPR	10615	3.925933e-01	0.516671	1
SAT2	10616	3.925933e-01	0.278944	3
UBAC1	10617	3.925933e-01	0.368819	2
DEFB105B	10618	3.925933e-01	0.366786	2
PRICKLE4	10619	3.926505e-01	0.277694	3
GLRX	10620	3.927077e-01	0.505631	1
FOXO4	10621	3.927279e-01	0.518078	1
KRT74	10622	3.927279e-01	0.264489	3
FAM198A	10623	3.927851e-01	0.368506	2
ECM1	10624	3.929364e-01	0.278693	3
XIAP	10625	3.929935e-01	0.371518	2
LYPD3	10626	3.931447e-01	0.503176	1
RD3L	10627	3.932018e-01	0.368602	2
TBR1	10628	3.932220e-01	0.515478	1
ZNF248	10629	3.932220e-01	0.207708	4
NR1I3	10630	3.932790e-01	0.371278	2
ECHS1	10631	3.934302e-01	0.367587	2
CXCL16	10632	3.935073e-01	0.505398	1
GALNT4	10633	3.935073e-01	0.500349	1
USP2	10634	3.935073e-01	0.370201	2
BHMT2	10635	3.935643e-01	0.278323	3
CDK3	10636	3.936213e-01	0.367174	2
MTMR2	10637	3.936783e-01	0.277555	3
TMEM31	10638	3.937353e-01	0.368728	2
OVCH2	10639	3.937553e-01	0.369041	2
PIR	10640	3.937553e-01	0.276312	3
EFCAB12	10641	3.937753e-01	0.368251	2
TNXB	10642	3.937753e-01	0.370449	2
ADAMTS7	10643	3.938323e-01	0.366664	2
TNC	10644	3.939462e-01	0.366792	2
KCTD14	10645	3.939462e-01	0.273775	3
HSH2D	10646	3.940970e-01	0.277298	3
CPO	10647	3.941539e-01	0.278044	3
NRXN2	10648	3.943048e-01	0.522165	1
SMIM23	10649	3.943616e-01	0.522165	1
ZNF175	10650	3.945124e-01	0.500126	1
HMG20A	10651	3.945693e-01	0.368622	2
FBXL17	10652	3.947200e-01	0.275616	3
DNAJC5G	10653	3.947768e-01	0.504249	1
TTC9C	10654	3.947966e-01	0.504898	1
FSBP	10655	3.947966e-01	0.367469	2
ZNF414	10656	3.948534e-01	0.503818	1
ZNF841	10657	3.950040e-01	0.518398	1
ZNF816-ZNF321P	10658	3.951546e-01	0.50443	1
AIG1	10659	3.952113e-01	0.50852	1
BST1	10660	3.952681e-01	0.3662	2
MYL9	10661	3.954186e-01	0.275896	3
FSD1L	10662	3.955691e-01	0.369158	2
LENEP	10663	3.956825e-01	0.509032	1
C1QTNF9	10664	3.956825e-01	0.366696	2
LRRC1	10665	3.957391e-01	0.275879	3
CTDSPL	10666	3.957958e-01	0.208625	4
DHRS7	10667	3.958154e-01	0.366033	2
SLC27A6	10668	3.958154e-01	0.364736	2
COMMD5	10669	3.958349e-01	0.36726	2
CGB1	10670	3.958349e-01	0.367601	2
B3GALT4	10671	3.958915e-01	0.276501	3
DNAJB4	10672	3.960047e-01	0.492559	1
LRCH3	10673	3.960047e-01	0.201287	4
IRF5	10674	3.960613e-01	0.493915	1
FEM1A	10675	3.961745e-01	0.3661	2
CHRNE	10676	3.961745e-01	0.364111	2
SSR1	10677	3.962876e-01	0.521013	1
SLC10A4	10678	3.962876e-01	0.273653	3
NETO1	10679	3.964377e-01	0.366249	2
SLAMF1	10680	3.964943e-01	0.499543	1
TMEM35A	10681	3.965508e-01	0.366017	2
NSMF	10682	3.966073e-01	0.273844	3
C16orf54	10683	3.966638e-01	0.511891	1
SMPDL3B	10684	3.967202e-01	0.275359	3
PMS2	10685	3.968703e-01	0.514177	1
SALL1	10686	3.970203e-01	0.514177	1
ARHGDIG	10687	3.970767e-01	0.274316	3
CLEC1A	10688	3.970960e-01	0.499852	1
GAPDHS	10689	3.970960e-01	0.365622	2
CEP128	10690	3.972460e-01	0.509152	1
WWC1	10691	3.973959e-01	0.363016	2
ZNF43	10692	3.974522e-01	0.364751	2
TMEM9B	10693	3.975086e-01	0.519037	1
MYBPC3	10694	3.975649e-01	0.492459	1
DEFA1B	10695	3.977148e-01	0.364236	2
DEPDC1B	10696	3.977339e-01	0.364208	2
ELOVL4	10697	3.977339e-01	0.361726	2
MICALL1	10698	3.978837e-01	0.507481	1
SGK3	10699	3.979400e-01	0.49022	1
HSFY2	10700	3.979591e-01	0.273784	3
TMC7	10701	3.979591e-01	0.52145	1
DHX57	10702	3.980153e-01	0.499844	1
METTL4	10703	3.981650e-01	0.274539	3
KEL	10704	3.982212e-01	0.364456	2
IL17RC	10705	3.982774e-01	0.496842	1
NACC2	10706	3.983337e-01	0.272886	3
SBSN	10707	3.984088e-01	0.51412	1
SMTNL2	10708	3.984088e-01	0.363479	2
ZNF774	10709	3.984088e-01	0.364481	2
BCKDHB	10710	3.984650e-01	0.363637	2
LCN8	10711	3.985212e-01	0.269166	3
CDK2AP2	10712	3.985773e-01	0.364268	2
TRIM45	10713	3.987268e-01	0.36419	2
WDR88	10714	3.988763e-01	0.273053	3
SZT2	10715	3.989324e-01	0.273145	3
SLFN14	10716	3.989885e-01	0.363643	2
C11orf70	10717	3.990446e-01	0.362102	2
SEC31B	10718	3.991940e-01	0.362509	2
SCRN1	10719	3.992128e-01	0.363009	2
HECTD4	10720	3.992128e-01	0.273817	3
ZNF569	10721	3.992688e-01	0.364952	2
USH1C	10722	3.993248e-01	0.364643	2
PCDH10	10723	3.993809e-01	0.517371	1
RERE	10724	3.994369e-01	0.497531	1
PNRC1	10725	3.994744e-01	0.364007	2
SPATA31D1	10726	3.994744e-01	0.510393	1
UCP1	10727	3.994744e-01	0.363855	2
KRTAP10-3	10728	3.994744e-01	0.364099	2
TPBGL	10729	3.995304e-01	0.492377	1
ZNF446	10730	3.996795e-01	0.362832	2
NCS1	10731	3.997355e-01	0.51265	1
GNA14	10732	3.997914e-01	0.253839	3
CASP8	10733	3.998473e-01	0.495108	1
ZNF44	10734	3.999964e-01	0.272508	3
C1QTNF6	10735	4.001455e-01	0.361203	2
PSENEN	10736	4.001641e-01	0.271966	3
CHCHD6	10737	4.001641e-01	0.362906	2
NYX	10738	4.002199e-01	0.494074	1
PSPC1	10739	4.002758e-01	0.362185	2
NFE4	10740	4.003317e-01	0.513984	1
PKD1L3	10741	4.004806e-01	0.271364	3
GREM1	10742	4.005364e-01	0.362444	2
FAM186B	10743	4.005922e-01	0.270065	3
GOPC	10744	4.007411e-01	0.362076	2
GIMAP2	10745	4.007969e-01	0.359872	2
CCDC74B	10746	4.009457e-01	0.360388	2
DERL1	10747	4.010014e-01	0.361925	2
PGBD2	10748	4.011502e-01	0.362285	2
DDX60L	10749	4.012059e-01	0.492651	1
PMCH	10750	4.012616e-01	0.360151	2
AACS	10751	4.012800e-01	0.196009	4
DCST2	10752	4.012800e-01	0.362865	2
SPOCD1	10753	4.014287e-01	0.495099	1
NMNAT3	10754	4.015773e-01	0.491879	1
PFKFB1	10755	4.016330e-01	0.489331	1
ANKRD36B	10756	4.016513e-01	0.358859	2
UEVLD	10757	4.016513e-01	0.262416	3
ARHGAP30	10758	4.017069e-01	0.199643	4
TAB3	10759	4.017625e-01	0.271737	3
F8	10760	4.019111e-01	0.358911	2
PARD3	10761	4.019293e-01	0.361241	2
RND1	10762	4.019293e-01	0.267769	3
GRAP2	10763	4.019849e-01	0.359623	2
SLC39A11	10764	4.020404e-01	0.358225	2
OR1F1	10765	4.020586e-01	0.361376	2
ALG10	10766	4.020586e-01	0.267321	3
IGFBP3	10767	4.022071e-01	0.358268	2
IBTK	10768	4.022626e-01	0.496463	1
C7orf33	10769	4.023181e-01	0.493113	1
IRGQ	10770	4.024664e-01	0.358438	2
CMA1	10771	4.025400e-01	0.502698	1
CENPS-CORT	10772	4.025400e-01	0.196728	4
LRRC3B	10773	4.025400e-01	0.360132	2
FOXC1	10774	4.025955e-01	0.361802	2
RAB8B	10775	4.027437e-01	0.497352	1
DNAJC6	10776	4.027992e-01	0.489547	1
BAG6	10777	4.029474e-01	0.360149	2
CST4	10778	4.030028e-01	0.488212	1
WDR93	10779	4.031509e-01	0.508685	1
FRMPD3	10780	4.031689e-01	0.496647	1
NEUROG1	10781	4.031689e-01	0.360434	2
LRRN1	10782	4.033170e-01	0.26972	3
CLIP3	10783	4.034651e-01	0.359885	2
TTC28	10784	4.035204e-01	0.358925	2
LOC653602	10785	4.035757e-01	0.358477	2
NBPF7	10786	4.036310e-01	0.20326	4
ASCL1	10787	4.036863e-01	0.488924	1
TCN1	10788	4.037416e-01	0.258555	3
CD86	10789	4.037969e-01	0.358965	2
CAAP1	10790	4.039448e-01	0.267943	3
LCE2B	10791	4.040001e-01	0.358373	2
MAP3K1	10792	4.041479e-01	0.265271	3
BCORL1	10793	4.042958e-01	0.502201	1
TRPV5	10794	4.044436e-01	0.505621	1
F2RL1	10795	4.044988e-01	0.265251	3
TDRD9	10796	4.046466e-01	0.357059	2
GTPBP3	10797	4.047018e-01	0.203636	4
ALDH4A1	10798	4.047569e-01	0.267746	3
SPINT2	10799	4.047745e-01	0.199425	4
PPY	10800	4.047745e-01	0.259334	3
ZNF280D	10801	4.049024e-01	0.495495	1
GDF2	10802	4.049024e-01	0.359413	2
GALNT3	10803	4.049024e-01	0.35884	2
PLCH2	10804	4.049024e-01	0.497919	1
MFSD11	10805	4.049575e-01	0.360289	2
TRIM17	10806	4.051051e-01	0.358027	2
NDEL1	10807	4.051601e-01	0.503892	1
CEP95	10808	4.053077e-01	0.268256	3
NRG2	10809	4.053627e-01	0.358208	2
MFN1	10810	4.054177e-01	0.3571	2
KRTAP13-2	10811	4.055277e-01	0.359717	2
PIGM	10812	4.055277e-01	0.268381	3
TERB2	10813	4.055827e-01	0.201317	4
ERP44	10814	4.056377e-01	0.268669	3
NPNT	10815	4.056926e-01	0.357905	2
TNFRSF10C	10816	4.058400e-01	0.263424	3
AKAP8	10817	4.058950e-01	0.359576	2
FBXO43	10818	4.059499e-01	0.26822	3
GRAMD4	10819	4.060972e-01	0.501001	1
MAP3K11	10820	4.062070e-01	0.26901	3
ADAMTS3	10821	4.062070e-01	0.493526	1
PPFIA4	10822	4.063168e-01	0.356718	2
ZNF425	10823	4.063168e-01	0.267848	3
GIT2	10824	4.063341e-01	0.198917	4
KCNV1	10825	4.063341e-01	0.356436	2
CHIA	10826	4.064813e-01	0.358455	2
C7orf65	10827	4.066285e-01	0.356604	2
TMUB1	10828	4.067381e-01	0.267927	3
GLG1	10829	4.067381e-01	0.266437	3
ASB5	10830	4.067929e-01	0.355168	2
DOK3	10831	4.068476e-01	0.3588	2
GGT7	10832	4.069947e-01	0.357896	2
DEFB123	10833	4.070495e-01	0.264632	3
SV2A	10834	4.071965e-01	0.263391	3
PSMB11	10835	4.073435e-01	0.357299	2
ZBTB48	10836	4.073982e-01	0.357606	2
MANF	10837	4.074529e-01	0.356172	2
RCE1	10838	4.075998e-01	0.265608	3
PACSIN3	10839	4.076545e-01	0.355443	2
FRMD4A	10840	4.078014e-01	0.505618	1
PRSS57	10841	4.079483e-01	0.505618	1
EVI2B	10842	4.080029e-01	0.266044	3
KCNT1	10843	4.080575e-01	0.266972	3
PPP5D1	10844	4.082043e-01	0.258213	3
FGFRL1	10845	4.083511e-01	0.356384	2
WIZ	10846	4.084056e-01	0.357055	2
OR10R2	10847	4.085524e-01	0.356337	2
SGSM3	10848	4.085861e-01	0.264241	3
GYPB	10849	4.085861e-01	0.499168	1
DUS3L	10850	4.085861e-01	0.357578	2
TMEM136	10851	4.085861e-01	0.266707	3
ZBTB25	10852	4.086406e-01	0.35791	2
PIFO	10853	4.087872e-01	0.262271	3
DENND5A	10854	4.088417e-01	0.357498	2
NLRP11	10855	4.089883e-01	0.263625	3
C1orf185	10856	4.091349e-01	0.355857	2
ITGB7	10857	4.091893e-01	0.196461	4
SMAD3	10858	4.093358e-01	0.262363	3
FADS2	10859	4.094823e-01	0.506199	1
B3GLCT	10860	4.095367e-01	0.356599	2
NAGPA	10861	4.095910e-01	0.266101	3
ARHGAP25	10862	4.096454e-01	0.491819	1
MOB1B	10863	4.097918e-01	0.355925	2
PEF1	10864	4.098084e-01	0.264566	3
PLPPR5	10865	4.098084e-01	0.354018	2
C6orf203	10866	4.098627e-01	0.258165	3
KBTBD4	10867	4.099170e-01	0.355918	2
VRTN	10868	4.099713e-01	0.19702	4
KBTBD13	10869	4.100256e-01	0.355781	2
UGT1A9	10870	4.100799e-01	0.194235	4
IFT22	10871	4.101342e-01	0.353649	2
MGST3	10872	4.102804e-01	0.353313	2
SLC25A51	10873	4.103347e-01	2.8659	1
CNN1	10874	4.103889e-01	1.19671	1
PPRC1	10875	4.104431e-01	1.68816	1
GABRA6	10876	4.105515e-01	1.37505	1
UBE3A	10877	4.105515e-01	1.4387	1
SPEG	10878	4.106599e-01	1.3997	1
USP24	10879	4.106599e-01	1.38221	1
APOBEC3B	10880	4.107141e-01	1.03005	1
CLDN12	10881	4.107682e-01	1.02503	1
SLC9C2	10882	4.109143e-01	1.14643	1
GPR152	10883	4.109684e-01	1.00646	1
AWAT1	10884	4.111144e-01	1.31278	1
PLA2G5	10885	4.112604e-01	1.29474	1
ST3GAL1	10886	4.113145e-01	0.893948	1
OR56A3	10887	4.113686e-01	0.975393	1
SLC26A11	10888	4.115145e-01	0.964464	1
GLIS2	10889	4.115685e-01	1.0537	1
C5orf66	10890	4.117144e-01	1.03023	1
C16orf70	10891	4.117684e-01	1.02442	1
ELOVL1	10892	4.119142e-01	1.01907	1
MFSD9	10893	4.120600e-01	0.916027	1
PDK1	10894	4.122058e-01	0.839731	1
PDE11A	10895	4.123515e-01	0.898615	1
FAM53C	10896	4.124973e-01	1.06344	1
HLA-DRB1	10897	4.126429e-01	1.06344	1
PAX3	10898	4.127886e-01	1.05857	1
TIGD7	10899	4.129342e-01	0.984276	1
VANGL1	10900	4.129881e-01	0.889211	1
RIMKLB	10901	4.131337e-01	0.809858	1
HPCAL4	10902	4.131875e-01	0.762098	1
SSX4B	10903	4.133331e-01	0.757519	1
TFAP2C	10904	4.134786e-01	0.77455	1
BCO2	10905	4.136241e-01	0.805501	1
KLHDC4	10906	4.137695e-01	0.805501	1
ARHGEF7	10907	4.139150e-01	0.754045	1
LIMCH1	10908	4.140604e-01	0.744273	1
APOD	10909	4.141141e-01	0.737426	1
TST	10910	4.142595e-01	0.735759	1
COL14A1	10911	4.144048e-01	0.742597	1
ZNF572	10912	4.145501e-01	0.729694	1
CYP4F11	10913	4.146954e-01	0.719113	1
YBX3	10914	4.148407e-01	0.694057	1
KCNB1	10915	4.148943e-01	0.687568	1
VWA5B2	10916	4.150395e-01	0.668947	1
C1orf228	10917	4.151847e-01	0.659307	1
SLC35B4	10918	4.152383e-01	0.657594	1
CORO1B	10919	4.153834e-01	0.638739	1
WDR38	10920	4.154369e-01	0.626179	1
PRICKLE2	10921	4.155820e-01	0.641484	1
UBQLN1	10922	4.157271e-01	0.617254	1
KDM6A	10923	4.157806e-01	0.648899	1
DKK4	10924	4.159256e-01	0.604829	1
HIST1H4C	10925	4.160706e-01	0.628339	1
COL3A1	10926	4.162156e-01	0.619926	1
INPP5J	10927	4.163605e-01	0.619108	1
UBA7	10928	4.165055e-01	0.587957	1
PUDP	10929	4.165589e-01	0.608605	1
CHMP1B	10930	4.167037e-01	0.559813	1
ROBO4	10931	4.168486e-01	0.556567	1
HOXA13	10932	4.169019e-01	0.555842	1
ID2	10933	4.170086e-01	0.541791	1
ANXA3	10934	4.170086e-01	0.481617	1
LCNL1	10935	4.170619e-01	0.538026	1
FBLN7	10936	4.171152e-01	0.533745	1
MYO9B	10937	4.172600e-01	0.608053	1
PRR19	10938	4.174047e-01	0.52637	1
CLEC5A	10939	4.174579e-01	0.525409	1
CACNA1E	10940	4.175112e-01	0.514391	1
SOD3	10941	4.176558e-01	0.599746	1
ADCY8	10942	4.177091e-01	0.501663	1
PRAMEF19	10943	4.178537e-01	0.501663	1
NFIL3	10944	4.179982e-01	0.493053	1
PCDHA1	10945	4.180514e-01	0.489481	1
ODF1	10946	4.181959e-01	0.489428	1
RHOXF2B	10947	4.183404e-01	0.546363	1
PHYHIP	10948	4.184849e-01	0.543562	1
GPR33	10949	4.186294e-01	0.541759	1
ART1	10950	4.186825e-01	0.478306	1
MROH9	10951	4.188269e-01	0.532953	1
APP	10952	4.188799e-01	0.444661	1
TSPAN32	10953	4.190243e-01	0.51393	1
GRK2	10954	4.190773e-01	0.554636	1
ROBO3	10955	4.192216e-01	0.421132	1
HSPBP1	10956	4.193659e-01	0.407383	1
C3orf80	10957	4.194189e-01	0.486955	1
TEKT2	10958	4.194719e-01	0.484428	1
ZNF660	10959	4.196161e-01	0.542195	1
KLF9	10960	4.196691e-01	0.376834	1
CXCL12	10961	4.197221e-01	0.364085	1
BCL11A	10962	4.197750e-01	0.449664	1
ISOC1	10963	4.198279e-01	0.518394	1
PNMA8A	10964	4.199721e-01	0.44485	1
CLEC4M	10965	4.200250e-01	0.336136	1
IL2RA	10966	4.201690e-01	0.510735	1
KL	10967	4.203131e-01	0.319963	1
MOSPD3	10968	4.204571e-01	0.498213	1
GIMAP1-GIMAP5	10969	4.205100e-01	0.419542	1
RXFP1	10970	4.205628e-01	0.411482	1
ITGBL1	10971	4.206156e-01	0.546185	1
ACTA1	10972	4.206684e-01	0.284245	1
NUDT14	10973	4.207212e-01	0.394898	1
INSR	10974	4.207740e-01	0.270793	1
DEFA5	10975	4.209179e-01	0.384094	1
SLC6A1	10976	4.210618e-01	0.382003	1
CD300LB	10977	4.212056e-01	0.255049	1
FHOD1	10978	4.213495e-01	0.251745	1
KRTAP8-1	10979	4.214933e-01	0.246228	1
ACY3	10980	4.215459e-01	0.240564	1
RLBP1	10981	4.215986e-01	0.366741	1
RAB14	10982	4.216513e-01	0.359156	1
ARFGAP2	10983	4.217950e-01	0.358182	1
AGRP	10984	4.218477e-01	0.222001	1
KLHL36	10985	4.219913e-01	0.222001	1
ACTC1	10986	4.220439e-01	0.351838	1
SYNPO2L	10987	4.221876e-01	0.211223	1
HYAL2	10988	4.222402e-01	0.208737	1
METTL27	10989	4.222927e-01	0.197987	1
SIX2	10990	4.224363e-01	0.197987	1
CPXM2	10991	4.225798e-01	0.339441	1
ZNF76	10992	4.226324e-01	0.168037	1
ASNSD1	10993	4.227759e-01	0.317195	1
ACVRL1	10994	4.229193e-01	0.160239	1
DIO1	10995	4.229718e-01	0.307169	1
HSF5	10996	4.230243e-01	0.301655	1
SLC26A2	10997	4.231677e-01	0.413063	1
SHISA3	10998	4.233111e-01	0.286423	1
CYP2S1	10999	4.234544e-01	0.119577	1
CACNG8	11000	4.235069e-01	0.284011	1
DYM	11001	4.236502e-01	0.113503	1
ACP5	11002	4.237935e-01	0.264655	1
AK1	11003	4.238982e-01	0.0874788	1
EVA1B	11004	4.238982e-01	0.0786739	1
GPR148	11005	4.240414e-01	0.37815	1
GRB10	11006	4.241846e-01	0.0696386	1
PIP4K2A	11007	4.243278e-01	0.23884	1
METTL6	11008	4.244709e-01	0.231618	1
ADAD1	11009	4.246140e-01	0.228749	1
NARF	11010	4.246663e-01	0.219989	1
OR2J3	11011	4.247708e-01	0.211576	1
METTL15	11012	4.247708e-01	0.0140278	1
HIVEP2	11013	4.248230e-01	0.00187972	1
CPNE7	11014	4.248753e-01	0.201512	1
CCDC153	11015	4.249275e-01	0.195225	1
GBA2	11016	4.250705e-01	0.183581	1
SLIT1	11017	4.252134e-01	0.181554	1
ADGRG2	11018	4.253564e-01	0.17528	1
FBXO34	11019	4.254607e-01	0.157177	1
APOBR	11020	4.254607e-01	0.148953	1
HOXD10	11021	4.256035e-01	0.30233	1
SLC25A25	11022	4.257464e-01	0.140782	1
PHPT1	11023	4.257985e-01	0.136323	1
AMELY	11024	4.258506e-01	0.130611	1
GTF2IRD1	11025	4.259027e-01	0.293101	1
KLK2	11026	4.259547e-01	0.118617	1
PFN4	11027	4.260068e-01	0.118113	1
PPM1L	11028	4.260588e-01	0.109418	1
IRGM	11029	4.261109e-01	0.108543	1
USP11	11030	4.262536e-01	0.107884	1
DLG2	11031	4.263056e-01	0.265688	1
DNAH6	11032	4.263576e-01	0.0888811	1
RIN1	11033	4.264096e-01	0.0765441	1
PPP1R3F	11034	4.265522e-01	0.0702784	1
LRRC6	11035	4.266948e-01	0.0681799	1
ZNF607	11036	4.267468e-01	0.0623919	1
PRNP	11037	4.268893e-01	0.0589007	1
ST6GALNAC6	11038	4.269026e-01	0.0581184	1
ZNF485	11039	4.269026e-01	0.0524109	1
SPATS1	11040	4.269545e-01	0.0509453	1
KCTD2	11041	4.270970e-01	0.230724	1
HSF4	11042	4.271489e-01	0.0404618	1
SORBS3	11043	4.272007e-01	0.224968	1
SLC14A1	11044	4.272526e-01	0.0209407	1
CYP2W1	11045	4.273950e-01	0.0186619	1
R3HCC1	11046	4.274469e-01	0.0158338	1
VEGFA	11047	4.275892e-01	0.210834	1
KCTD17	11048	4.277315e-01	0.205968	1
FAM174A	11049	4.277833e-01	0.00388535	1
KCNK9	11050	4.278351e-01	0.20224	1
CMC2	11051	4.279774e-01	0.11731	1
LONP2	11052	4.281196e-01	0.10563	1
SPATA7	11053	4.281714e-01	0.0868418	1
DEPTOR	11054	4.283136e-01	0.0491101	1
UBE2J1	11055	4.283653e-01	0.354179	2
STOML3	11056	4.283783e-01	0.356247	2
DAGLB	11057	4.283783e-01	0.265961	3
ABHD13	11058	4.284300e-01	0.482622	1
MSR1	11059	4.284817e-01	0.502116	1
SYPL1	11060	4.286108e-01	0.35421	2
SPRR2B	11061	4.286108e-01	0.353916	2
SPATA45	11062	4.286108e-01	0.353652	2
HEBP1	11063	4.286108e-01	0.353453	2
CABP2	11064	4.286108e-01	0.354636	2
PLEKHS1	11065	4.286108e-01	0.264668	3
ALK	11066	4.287528e-01	0.508338	1
WDR87	11067	4.288948e-01	0.499743	1
PPP1R42	11068	4.289464e-01	0.354842	2
ZNF345	11069	4.289980e-01	0.262842	3
TEX30	11070	4.291399e-01	0.354071	2
KLRC2	11071	4.291915e-01	0.265747	3
SH3D19	11072	4.293334e-01	0.265759	3
SYCE3	11073	4.293849e-01	0.353453	2
KLK1	11074	4.295268e-01	0.506913	1
SIX5	11075	4.296686e-01	0.506913	1
TPD52L1	11076	4.298104e-01	0.353061	2
PALM2	11077	4.298618e-01	0.353958	2
FAM98C	11078	4.300036e-01	0.35349	2
PCDHGA3	11079	4.300550e-01	0.353282	2
PCDHGA8	11080	4.301967e-01	0.355164	2
TNRC18	11081	4.302482e-01	0.485619	1
C5orf34	11082	4.302996e-01	0.495655	1
DST	11083	4.303510e-01	0.495655	1
FBXO27	11084	4.304926e-01	0.352097	2
GPAT3	11085	4.305051e-01	0.352856	2
GLIPR2	11086	4.305051e-01	0.256223	3
FOXF1	11087	4.306467e-01	0.503333	1
CPSF4L	11088	4.306981e-01	0.354587	2
OR1L4	11089	4.307494e-01	0.264769	3
TMEM127	11090	4.308007e-01	0.260456	3
MCU	11091	4.309422e-01	0.262735	3
TDG	11092	4.310837e-01	0.353401	2
CES1	11093	4.312251e-01	0.353403	2
PRSS56	11094	4.312375e-01	0.499726	1
DTX1	11095	4.312375e-01	0.262753	3
DGKQ	11096	4.313789e-01	0.353605	2
ANKRD42	11097	4.315203e-01	0.487653	1
OLFML2A	11098	4.315715e-01	0.352492	2
ACSM2B	11099	4.316227e-01	0.497618	1
ZNF511	11100	4.316739e-01	0.35325	2
AGR2	11101	4.318152e-01	0.263425	3
CHRNA3	11102	4.319565e-01	0.497001	1
HLA-DRB5	11103	4.320076e-01	0.497001	1
SULT1A1	11104	4.321489e-01	0.351793	2
GRM5	11105	4.322511e-01	0.262716	3
NOS2	11106	4.322511e-01	0.261809	3
TECTB	11107	4.323923e-01	0.506309	1
SLC17A5	11108	4.324434e-01	0.353559	2
IL7R	11109	4.324945e-01	0.504949	1
OAS3	11110	4.325456e-01	0.35345	2
RAPGEF4	11111	4.325966e-01	0.351069	2
ZNF320	11112	4.326477e-01	0.352593	2
CNGA2	11113	4.326988e-01	0.487656	1
ADAM29	11114	4.328398e-01	0.488421	1
CSGALNACT1	11115	4.328908e-01	0.350784	2
DEFB116	11116	4.330318e-01	0.350494	2
C4orf3	11117	4.331728e-01	0.352049	2
B4GALT1	11118	4.333137e-01	0.489075	1
NRXN3	11119	4.333647e-01	0.351797	2
C19orf18	11120	4.335056e-01	0.352324	2
RPRML	11121	4.335565e-01	0.351377	2
CEBPG	11122	4.336973e-01	0.351372	2
RNF24	11123	4.338382e-01	0.350388	2
BATF	11124	4.338891e-01	0.261947	3
DRGX	11125	4.340298e-01	0.483274	1
CUL9	11126	4.340417e-01	0.485741	1
DDB2	11127	4.340417e-01	0.350258	2
OR5P3	11128	4.340926e-01	0.351999	2
PRAF2	11129	4.342333e-01	0.483907	1
AAAS	11130	4.342841e-01	0.260439	3
DPPA5	11131	4.343350e-01	0.486928	1
CT55	11132	4.343858e-01	0.351299	2
ACVR1B	11133	4.345264e-01	0.48728	1
PARM1	11134	4.346670e-01	0.347372	2
TMEM151B	11135	4.347178e-01	0.350044	2
NIT1	11136	4.347803e-01	0.48262	1
IFITM5	11137	4.347803e-01	0.350849	2
MTUS1	11138	4.347803e-01	0.262637	3
SYT1	11139	4.349208e-01	0.489253	1
HSPA2	11140	4.350223e-01	0.350738	2
ZFAT	11141	4.350223e-01	0.480588	1
TOLLIP	11142	4.351627e-01	0.350776	2
MME	11143	4.352134e-01	0.485295	1
CHRND	11144	4.352641e-01	0.479839	1
IL12RB2	11145	4.352757e-01	0.25273	3
PEAK1	11146	4.352757e-01	0.350431	2
PRRC2B	11147	4.354161e-01	0.346822	2
OR51I2	11148	4.354667e-01	0.250539	3
AKAP12	11149	4.355174e-01	0.351013	2
PARP11	11150	4.356577e-01	0.500658	1
PLCL1	11151	4.357980e-01	0.350712	2
ZNF79	11152	4.358486e-01	0.499681	1
NICN1	11153	4.359888e-01	0.499681	1
