gene	rank	fdr	effect_size	#_active_guide-RNA
PHF11	8217	2.575678e-01	1.59129	1
MMP25	8218	2.576582e-01	1.58474	1
TBCEL	8219	2.578702e-01	1.92166	1
TLE1	8220	2.579605e-01	1.82107	1
SMARCD3	8221	2.581410e-01	1.38223	1
SIK1	8222	2.581410e-01	1.11922	1
CRB3	8223	2.581684e-01	1.69037	1
RASGRF2	8224	2.581684e-01	1.67692	1
SNF8	8225	2.581684e-01	1.6704	1
RASGRP4	8226	2.582272e-01	1.61653	1
TGOLN2	8227	2.582272e-01	1.60521	1
ZDHHC9	8228	2.584389e-01	3.41005	1
ST6GALNAC2	8229	2.584976e-01	1.24158	1
SLC25A53	8230	2.584976e-01	1.23029	1
DAB1	8231	2.585877e-01	1.21568	1
TAP1	8232	2.587678e-01	1.2016	1
SLITRK1	8233	2.587678e-01	0.993867	1
STAT6	8234	2.589793e-01	1.18287	1
RPS6KC1	8235	2.590693e-01	0.984145	1
REEP5	8236	2.591593e-01	1.15457	1
TEX11	8237	2.593706e-01	0.967904	1
NAGLU	8238	2.594605e-01	0.959735	1
LILRA4	8239	2.596718e-01	1.12798	1
UNC13D	8240	2.597617e-01	1.37494	1
PRR16	8241	2.599728e-01	1.11834	1
TSPY3	8242	2.600626e-01	1.33026	1
FRMPD1	8243	2.601524e-01	1.03906	1
MS4A10	8244	2.603634e-01	0.836009	1
HDAC2	8245	2.605744e-01	1.06637	1
GRIFIN	8246	2.607854e-01	0.870727	1
TRIM5	8247	2.608750e-01	0.859791	1
TRIOBP	8248	2.609647e-01	0.842427	1
TBC1D22B	8249	2.610805e-01	0.83691	1
PRDM4	8250	2.610805e-01	0.83407	1
MAP7D2	8251	2.610805e-01	0.792592	1
NOVA2	8252	2.610805e-01	0.871299	1
RIMS2	8253	2.612913e-01	0.745264	1
TMEM106A	8254	2.613808e-01	0.680243	1
KCNH7	8255	2.614702e-01	0.724242	1
SLA2	8256	2.615597e-01	0.654812	1
KDELC1	8257	2.616491e-01	0.67575	1
MRNIP	8258	2.617386e-01	0.648661	1
ZNF850	8259	2.619490e-01	0.64496	1
MYLK3	8260	2.620067e-01	0.660401	1
TEX2	8261	2.620067e-01	0.601538	1
ZNF664	8262	2.620643e-01	0.567819	1
TMEM185B	8263	2.620643e-01	0.542655	1
LARGE1	8264	2.620902e-01	0.54394	1
RAB3C	8265	2.620902e-01	0.522158	1
SAAL1	8266	2.620902e-01	0.513142	1
MPG	8267	2.623004e-01	0.495766	1
RPL26L1	8268	2.623579e-01	0.451499	1
KDM3A	8269	2.623579e-01	0.448483	1
GRTP1	8270	2.624471e-01	0.459189	1
BOLA2	8271	2.624728e-01	0.448332	1
SHOC2	8272	2.624728e-01	0.387929	1
GALNT10	8273	2.624728e-01	0.296492	1
POLI	8274	2.625303e-01	0.358012	1
STT3B	8275	2.625303e-01	0.401823	1
DGKI	8276	2.626194e-01	0.34202	1
ISOC1	8277	2.627085e-01	0.34202	1
DMP1	8278	2.627975e-01	0.340314	1
C1orf54	8279	2.630074e-01	0.334516	1
SPATA24	8280	2.630646e-01	0.313876	1
RGS14	8281	2.630646e-01	0.306833	1
SLC4A3	8282	2.631219e-01	0.298384	1
TSR3	8283	2.631219e-01	0.298384	1
HOXA1	8284	2.632108e-01	0.354269	1
C1orf105	8285	2.632680e-01	0.351701	1
CEP70	8286	2.632680e-01	0.347458	1
DEPDC1B	8287	2.634776e-01	0.273902	1
NXPE4	8288	2.635664e-01	0.272304	1
PARD3B	8289	2.637441e-01	0.33878	1
POLR3D	8290	2.637441e-01	0.336541	1
GCDH	8291	2.638011e-01	0.330015	1
PIGH	8292	2.638011e-01	0.383101	1
PRIMPOL	8293	2.638581e-01	0.24333	1
EPB41	8294	2.638581e-01	0.24236	1
OR10A5	8295	2.638699e-01	0.241255	1
ATP2A1	8296	2.638699e-01	0.322384	1
ASPHD2	8297	2.638699e-01	0.238489	1
BHLHE22	8298	2.638699e-01	0.319768	1
RIMS4	8299	2.638699e-01	0.319312	1
CCDC168	8300	2.638699e-01	0.317887	1
GALNT9	8301	2.638699e-01	0.305791	1
THAP6	8302	2.638699e-01	0.207148	1
CA1	8303	2.638699e-01	0.206164	1
PSG8	8304	2.638699e-01	0.205638	1
KRTAP10-4	8305	2.638699e-01	0.296724	1
FAAP20	8306	2.638883e-01	0.292349	1
ZNF12	8307	2.638883e-01	0.175272	1
FTH1	8308	2.638883e-01	0.173983	1
GPR161	8309	2.638883e-01	0.275546	1
KIF1A	8310	2.638883e-01	0.273125	1
G2E3	8311	2.638883e-01	0.270636	1
ABCD1	8312	2.638883e-01	0.270257	1
KLK5	8313	2.640972e-01	0.261435	1
ZNHIT2	8314	2.641539e-01	0.257404	1
F2RL3	8315	2.641539e-01	0.143595	1
PGLYRP2	8316	2.642424e-01	0.25424	1
ATOH8	8317	2.642991e-01	0.133925	1
THSD7B	8318	2.642991e-01	0.326173	1
ENTPD2	8319	2.643240e-01	0.129556	1
PHKG2	8320	2.643240e-01	0.129297	1
WDR11	8321	2.643240e-01	0.242922	1
TMED7	8322	2.644124e-01	0.240095	1
MAB21L2	8323	2.644373e-01	0.237787	1
NPFFR1	8324	2.644373e-01	0.237708	1
CCDC141	8325	2.644373e-01	0.117311	1
HCRTR1	8326	2.646458e-01	0.231302	1
NTRK2	8327	2.647341e-01	0.11091	1
TMEM81	8328	2.648224e-01	0.23097	1
CETN3	8329	2.649106e-01	0.224088	1
LOC400927-CSNK1E	8330	2.651117e-01	0.0969953	1
BIN2	8331	2.651117e-01	0.0952955	1
NCCRP1	8332	2.651117e-01	0.216643	1
CAMK4	8333	2.651117e-01	0.0903223	1
KRT33A	8334	2.651117e-01	0.21473	1
OR6S1	8335	2.651999e-01	0.212835	1
PEX11A	8336	2.652562e-01	0.21118	1
MAGEA2	8337	2.652562e-01	0.0817948	1
LOC100505478	8338	2.653444e-01	0.0809897	1
HSF2	8339	2.654325e-01	0.0793497	1
APBB2	8340	2.656404e-01	0.204301	1
DUSP10	8341	2.656966e-01	0.0682573	1
LAX1	8342	2.656966e-01	0.0647966	1
CNTNAP4	8343	2.657847e-01	0.0590693	1
TIE1	8344	2.658727e-01	0.0587569	1
UBTF	8345	2.659606e-01	0.0584911	1
SFTPA1	8346	2.660486e-01	0.190946	1
GNG7	8347	2.661047e-01	0.190711	1
DYX1C1	8348	2.661047e-01	0.286956	1
CCNDBP1	8349	2.662805e-01	0.188704	1
TAB3	8350	2.662805e-01	0.187863	1
MSRB2	8351	2.664881e-01	0.187325	1
FGA	8352	2.665759e-01	0.185401	1
TST	8353	2.666637e-01	0.185366	1
APCDD1	8354	2.666877e-01	0.17493	1
CYBRD1	8355	2.666877e-01	0.16898	1
ZNF519	8356	2.666877e-01	0.0144945	1
NEK4	8357	2.668951e-01	0.0115128	1
RCVRN	8358	2.669828e-01	0.160141	1
LOC149373	8359	2.670705e-01	0.00610072	1
OR2F1	8360	2.671582e-01	0.00610072	1
DACT3	8361	2.672139e-01	0.156487	1
PRELID2	8362	2.672139e-01	0.156234	1
ZNF131	8363	2.673572e-01	0.00163039	1
HAL	8364	2.673572e-01	0.153366	1
INHA	8365	2.673572e-01	0.152969	1
ASIC1	8366	2.674447e-01	0.145889	1
DEFB107A	8367	2.674684e-01	0.145772	1
NOTCH4	8368	2.674684e-01	0.137384	1
ATAD2B	8369	2.674684e-01	0.134261	1
SNX13	8370	2.675559e-01	0.134122	1
FMO2	8371	2.675795e-01	0.132927	1
CBWD7	8372	2.675795e-01	0.129047	1
HIST1H4C	8373	2.675795e-01	0.127015	1
RNF165	8374	2.676670e-01	0.126014	1
CLC	8375	2.677544e-01	0.124694	1
ASB13	8376	2.679612e-01	0.122677	1
LAMC1	8377	2.680166e-01	0.121923	1
CUL4B	8378	2.680166e-01	0.119542	1
CKAP2	8379	2.680720e-01	0.119296	1
LRRC24	8380	2.680720e-01	0.117922	1
C2orf68	8381	2.682467e-01	0.115757	1
SYCP2L	8382	2.682467e-01	0.114424	1
IVL	8383	2.683020e-01	0.101713	1
FCRL3	8384	2.683020e-01	0.100992	1
GRINA	8385	2.683892e-01	0.100298	1
COL5A2	8386	2.684765e-01	0.0973114	1
NXT2	8387	2.686829e-01	0.0969888	1
GBA	8388	2.687701e-01	0.0960262	1
PNPLA1	8389	2.688573e-01	0.0936086	1
ANKMY2	8390	2.689445e-01	0.09356	1
SIPA1	8391	2.690316e-01	0.0905768	1
LIX1	8392	2.691187e-01	0.0898657	1
VN1R2	8393	2.691417e-01	0.0890108	1
ELOA	8394	2.691417e-01	0.0867785	1
BTBD19	8395	2.691417e-01	0.0866858	1
TCN1	8396	2.692287e-01	0.086351	1
PABPC1L2B	8397	2.693707e-01	0.213529	1
PSMB8	8398	2.693707e-01	0.0833499	1
HSPA1B	8399	2.693707e-01	0.0754787	1
NSG1	8400	2.694256e-01	0.0747881	1
GAS6	8401	2.694256e-01	0.0740084	1
STARD6	8402	2.695126e-01	0.0728952	1
PRICKLE3	8403	2.697185e-01	0.204201	1
C1orf64	8404	2.697733e-01	0.0709	1
PRG3	8405	2.697733e-01	0.069744	1
RNF114	8406	2.698281e-01	0.0690561	1
C11orf97	8407	2.698281e-01	0.0682597	1
C12orf50	8408	2.698961e-01	0.0679098	1
RFX6	8409	2.698961e-01	0.0651297	1
FKBP15	8410	2.698961e-01	0.0604509	1
LY6G6F	8411	2.698961e-01	0.059451	1
KCNJ8	8412	2.698961e-01	0.0583519	1
CD164	8413	2.698961e-01	0.0549518	1
MITF	8414	2.698961e-01	0.0492209	1
AQP10	8415	2.698961e-01	0.0480267	1
COL28A1	8416	2.698961e-01	0.0468874	1
ZCCHC4	8417	2.699508e-01	0.0468874	1
TRANK1	8418	2.699508e-01	0.0468445	1
MATN4	8419	2.699734e-01	0.0466156	1
IQGAP3	8420	2.699734e-01	0.0439839	1
AHSP	8421	2.699734e-01	0.0418227	1
CHI3L2	8422	2.700280e-01	0.0402758	1
IGLON5	8423	2.700280e-01	0.038467	1
LMBR1	8424	2.701146e-01	0.0340317	1
C16orf54	8425	2.703200e-01	0.0330546	1
ADM5	8426	2.703745e-01	0.0317247	1
ARHGAP32	8427	2.703745e-01	0.0316086	1
CPA2	8428	2.704290e-01	0.0287602	1
MARK4	8429	2.704290e-01	0.0287602	1
OCA2	8430	2.705155e-01	0.0281103	1
GPR21	8431	2.706021e-01	0.0248924	1
FAM163B	8432	2.706886e-01	0.0245026	1
IL17RA	8433	2.707751e-01	0.0221342	1
MYO1E	8434	2.708615e-01	0.0217876	1
TMEM179B	8435	2.710344e-01	0.019183	1
TOLLIP	8436	2.710344e-01	0.019183	1
KBTBD2	8437	2.711208e-01	0.017403	1
PTPN4	8438	2.712072e-01	0.017403	1
THNSL2	8439	2.712936e-01	0.164989	1
MSTO1	8440	2.713478e-01	0.0165123	1
C11orf88	8441	2.713478e-01	0.0163623	1
SLC44A3	8442	2.714341e-01	0.0162605	1
HDLBP	8443	2.716388e-01	0.0116806	1
MFSD6L	8444	2.717251e-01	0.0116656	1
IFT74	8445	2.718114e-01	0.00930645	1
PLCH2	8446	2.720160e-01	0.00777641	1
PPP1R1C	8447	2.720700e-01	0.00685022	1
C4BPA	8448	2.720700e-01	0.00570595	1
GLP2R	8449	2.721561e-01	0.00363438	1
STXBP2	8450	2.722423e-01	0.00327343	1
SULT6B1	8451	2.722640e-01	0.00301935	1
EDDM3A	8452	2.722640e-01	0.00118865	1
PNMA5	8453	2.722640e-01	0.00067863	1
GPA33	8454	2.723501e-01	0.150325	1
LCP2	8455	2.724361e-01	0.138149	1
MLKL	8456	2.724577e-01	0.137122	1
TRAPPC6A	8457	2.724577e-01	0.134348	1
CYB5R3	8458	2.724577e-01	0.130232	1
KRT85	8459	2.725115e-01	0.124702	1
ATF6	8460	2.725115e-01	0.124647	1
DGAT2L6	8461	2.725653e-01	0.119156	1
ZNF202	8462	2.725653e-01	0.116259	1
HCRT	8463	2.726191e-01	0.112488	1
ARMC9	8464	2.726191e-01	0.108496	1
C6orf118	8465	2.726943e-01	0.0976351	1
TRIM41	8466	2.726943e-01	0.0915781	1
TSTD2	8467	2.726943e-01	0.0912364	1
GIMAP7	8468	2.726943e-01	0.0880796	1
CAMK2G	8469	2.726943e-01	0.082772	1
ADAM23	8470	2.727802e-01	0.0796253	1
OR4C46	8471	2.728338e-01	0.072057	1
CDH11	8472	2.728338e-01	0.0718218	1
HOXA5	8473	2.729197e-01	0.0664605	1
LPXN	8474	2.730055e-01	0.0596813	1
LRRC37B	8475	2.730913e-01	0.0593364	1
PARG	8476	2.731448e-01	0.0581746	1
TBC1D3L	8477	2.731448e-01	0.0489392	1
GNG2	8478	2.732306e-01	0.0466108	1
CCDC62	8479	2.733163e-01	0.0465948	1
NANS	8480	2.733375e-01	0.0438924	1
RAB26	8481	2.733375e-01	0.0431127	1
TCFL5	8482	2.733375e-01	0.0356785	1
RCN1	8483	2.734232e-01	0.0246774	1
SLC18A1	8484	2.735088e-01	0.0229536	1
HIST1H2BH	8485	2.735300e-01	0.0100073	1
RPUSD4	8486	2.735300e-01	0.00855773	1
TRIM48	8487	2.735300e-01	0.00702102	1
SH2D4A	8488	2.735511e-01	0.0039616	1
CRY1	8489	2.735511e-01	0.282825	1
HES3	8490	2.735511e-01	0.28956	1
PPDPF	8491	2.737545e-01	0.187824	2
NUDT3	8492	2.738400e-01	0.284499	1
BTN2A1	8493	2.738610e-01	0.28082	1
THPO	8494	2.738610e-01	0.175328	2
AMER1	8495	2.738610e-01	0.188902	2
TEC	8496	2.739465e-01	0.280374	1
TNFRSF11A	8497	2.739997e-01	0.179272	2
DZIP1L	8498	2.739997e-01	0.280186	1
OSBPL3	8499	2.740529e-01	0.176018	2
SPARCL1	8500	2.740529e-01	0.18162	2
ASPN	8501	2.742237e-01	0.280104	1
LTK	8502	2.742237e-01	0.176151	2
CRABP2	8503	2.743091e-01	0.187766	2
PPIAL4A	8504	2.743621e-01	0.122035	3
PALM3	8505	2.743621e-01	0.175531	2
NBPF9	8506	2.744475e-01	0.282389	1
COL4A2-AS2	8507	2.745005e-01	0.194665	2
H3F3B	8508	2.745005e-01	0.174863	2
MYL3	8509	2.745858e-01	0.186574	2
GPR55	8510	2.746594e-01	0.291795	1
C17orf80	8511	2.746594e-01	0.122725	3
AAMDC	8512	2.746594e-01	0.175902	2
LMLN	8513	2.746594e-01	0.191052	2
ATP6V1D	8514	2.746594e-01	0.281015	1
TRIM24	8515	2.747446e-01	0.188657	2
ACKR2	8516	2.748827e-01	0.279517	1
KCNB2	8517	2.748827e-01	0.197099	2
ST8SIA1	8518	2.748827e-01	0.122856	3
SHANK2	8519	2.749678e-01	0.1923	2
AGTR1	8520	2.750206e-01	0.174723	2
UPB1	8521	2.750206e-01	0.174152	2
SLC16A3	8522	2.751057e-01	0.283954	1
SRPK3	8523	2.751262e-01	0.12146	3
CTSD	8524	2.751262e-01	0.280328	1
GOLGA8O	8525	2.751262e-01	0.286858	1
TCP11L1	8526	2.752113e-01	0.189185	2
LOXL1	8527	2.752963e-01	0.28262	1
TMEM86A	8528	2.753812e-01	0.195833	2
C7orf31	8529	2.754016e-01	0.282442	1
MICU2	8530	2.754016e-01	0.174457	2
TRAM1L1	8531	2.754016e-01	0.182144	2
GLUL	8532	2.754866e-01	0.175964	2
MMRN1	8533	2.755392e-01	0.283178	1
ZIC5	8534	2.755392e-01	0.12181	3
SLN	8535	2.757413e-01	0.191557	2
ZNF233	8536	2.758261e-01	0.191403	2
KLC3	8537	2.759109e-01	0.18977	2
PIMREG	8538	2.759958e-01	0.173279	2
PCDHA7	8539	2.760806e-01	0.173269	2
SIKE1	8540	2.761653e-01	0.18143	2
CRBN	8541	2.762501e-01	0.277904	1
DEFB125	8542	2.763348e-01	0.18337	2
ZNF334	8543	2.764195e-01	0.177836	2
AFF1	8544	2.766213e-01	0.279301	1
ALKBH7	8545	2.766412e-01	0.282781	1
OR51A4	8546	2.766412e-01	0.173995	2
TPD52L2	8547	2.766412e-01	0.190959	2
CHL1	8548	2.768428e-01	0.182168	2
MEIOB	8549	2.768626e-01	0.279542	1
POMZP3	8550	2.768626e-01	0.27998	1
CCDC85A	8551	2.768626e-01	0.184784	2
TMEM191B	8552	2.769346e-01	0.276017	1
SCRIB	8553	2.769346e-01	0.277874	1
COPS7A	8554	2.769346e-01	0.189129	2
OR5H2	8555	2.769346e-01	0.277466	1
CNOT8	8556	2.769346e-01	0.281589	1
CCL24	8557	2.769868e-01	0.282465	1
F13A1	8558	2.769868e-01	0.194636	2
CPO	8559	2.770065e-01	0.278092	1
PDGFA	8560	2.770065e-01	0.275881	1
TPM1	8561	2.770065e-01	0.186202	2
FBXW4	8562	2.770586e-01	0.277125	1
TMEM14A	8563	2.770586e-01	0.188137	2
OBSCN	8564	2.771431e-01	0.278929	1
CC2D1A	8565	2.772275e-01	0.280185	1
BCL2L11	8566	2.773118e-01	0.172382	2
WDFY4	8567	2.773962e-01	0.275314	1
USP6NL	8568	2.774482e-01	0.277103	1
TRHR	8569	2.774482e-01	0.282121	1
FAM178B	8570	2.774678e-01	0.121664	3
ZBTB43	8571	2.774678e-01	0.121153	3
SH3TC2	8572	2.774678e-01	0.120695	3
SLC16A4	8573	2.775520e-01	0.279313	1
PPP1R9B	8574	2.776039e-01	0.278566	1
HTR6	8575	2.776039e-01	0.279139	1
CATSPER1	8576	2.776882e-01	0.171685	2
ENKD1	8577	2.777724e-01	0.189671	2
PCOLCE	8578	2.778566e-01	0.120582	3
PAX7	8579	2.779084e-01	0.27431	1
PCDH11Y	8580	2.779084e-01	0.120927	3
MDH1B	8581	2.779925e-01	0.172643	2
SLC6A11	8582	2.780767e-01	0.119927	3
FAM24A	8583	2.782449e-01	0.281228	1
C19orf73	8584	2.782449e-01	0.275907	1
SEC11A	8585	2.782966e-01	0.120593	3
NAA38	8586	2.782966e-01	0.276385	1
CTSZ	8587	2.783806e-01	0.27596	1
ZBTB25	8588	2.784322e-01	0.278295	1
FAM122B	8589	2.784322e-01	0.2751	1
MND1	8590	2.785162e-01	0.188981	2
CPLX3	8591	2.786002e-01	0.287335	1
PXT1	8592	2.786842e-01	0.274096	1
LUC7L	8593	2.787357e-01	0.274725	1
NQO1	8594	2.787357e-01	0.275425	1
SPATA31E1	8595	2.788196e-01	0.181213	2
OR52E6	8596	2.788711e-01	0.274546	1
ERN2	8597	2.788711e-01	0.172485	2
GLRA3	8598	2.789550e-01	0.275394	1
CYP27C1	8599	2.789605e-01	0.274871	1
ZBED6CL	8600	2.789605e-01	0.277644	1
WWC1	8601	2.789605e-01	0.178538	2
CHN2	8602	2.789605e-01	0.119078	3
CEP41	8603	2.789605e-01	0.172623	2
ZBTB48	8604	2.789605e-01	0.275761	1
MAML1	8605	2.789605e-01	0.171727	2
ICA1L	8606	2.790119e-01	0.180533	2
ABCB1	8607	2.790119e-01	0.276815	1
C18orf54	8608	2.790633e-01	0.277408	1
TES	8609	2.790633e-01	0.184147	2
DLGAP3	8610	2.791470e-01	0.191733	2
HEPHL1	8611	2.793468e-01	0.273327	1
THOC3	8612	2.793981e-01	0.271979	1
A4GALT	8613	2.793981e-01	0.11883	3
SETSIP	8614	2.794493e-01	0.274687	1
CD72	8615	2.794493e-01	0.276394	1
GRM3	8616	2.796490e-01	0.271681	1
HDAC7	8617	2.797326e-01	0.187817	2
EQTN	8618	2.798162e-01	0.190159	2
TMEM178A	8619	2.798998e-01	0.279369	1
ZNF232	8620	2.799833e-01	0.172313	2
FAM78A	8621	2.800668e-01	0.277456	1
ACTL9	8622	2.801179e-01	0.189852	2
LHX6	8623	2.801179e-01	0.275797	1
EXTL3	8624	2.803173e-01	0.189126	2
PLXNB2	8625	2.804007e-01	0.277594	1
NAT8B	8626	2.804842e-01	0.183222	2
ZNF7	8627	2.805676e-01	0.276696	1
TBC1D9	8628	2.806185e-01	0.272947	1
PRAMEF12	8629	2.806185e-01	0.273086	1
SNX1	8630	2.807018e-01	0.270433	1
GRXCR2	8631	2.807852e-01	0.271829	1
GSTM5	8632	2.808685e-01	0.118866	3
CA5B	8633	2.809518e-01	0.277169	1
TRIM60	8634	2.810351e-01	0.273805	1
TRNP1	8635	2.811183e-01	0.119127	3
C1orf52	8636	2.812848e-01	0.273136	1
CATSPER2	8637	2.812848e-01	0.272489	1
SLC4A2	8638	2.813680e-01	0.170489	2
HIST1H1E	8639	2.814187e-01	0.279316	1
WFDC10A	8640	2.814187e-01	0.171096	2
GPR15	8641	2.816175e-01	0.273881	1
LRIF1	8642	2.818017e-01	0.273182	1
C22orf31	8643	2.818017e-01	0.179552	2
HYAL3	8644	2.818017e-01	0.179844	2
ZNF821	8645	2.818017e-01	0.274694	1
NLRP6	8646	2.818017e-01	0.273395	1
FOXL1	8647	2.818848e-01	0.183891	2
SBK3	8648	2.820508e-01	0.176997	2
KLF12	8649	2.820508e-01	0.275358	1
ITIH4	8650	2.821012e-01	0.170745	2
DPH2	8651	2.821012e-01	0.169424	2
SLIRP	8652	2.822197e-01	0.17016	2
MISP3	8653	2.822197e-01	0.270834	1
RS1	8654	2.822197e-01	0.170103	2
NLRC5	8655	2.822197e-01	0.271466	1
ALDH1L1	8656	2.822197e-01	0.271365	1
CCDC186	8657	2.822197e-01	0.27443	1
TVP23B	8658	2.822197e-01	0.182302	2
PNLDC1	8659	2.822374e-01	0.273554	1
PHYH	8660	2.822374e-01	0.117344	3
NR6A1	8661	2.822374e-01	0.169665	2
MASP2	8662	2.822877e-01	0.271825	1
MCF2L2	8663	2.822877e-01	0.117385	3
DOCK9	8664	2.823054e-01	0.274097	1
FUT9	8665	2.823054e-01	0.187005	2
CHST1	8666	2.823054e-01	0.180662	2
NPM2	8667	2.823882e-01	0.271021	1
CCDC124	8668	2.824384e-01	0.281661	1
PSPN	8669	2.824384e-01	0.272858	1
OR10K2	8670	2.825212e-01	0.169493	2
LRRC37A2	8671	2.826039e-01	0.273469	1
METTL21A	8672	2.827368e-01	0.169925	2
TMEM59L	8673	2.827368e-01	0.170569	2
WBP1L	8674	2.827368e-01	0.26874	1
OR11H2	8675	2.827869e-01	0.268289	1
HACD2	8676	2.827869e-01	0.269016	1
EXTL2	8677	2.828696e-01	0.276041	1
CCNB1IP1	8678	2.829196e-01	0.16938	2
TNFRSF13C	8679	2.829196e-01	0.187678	2
PLTP	8680	2.830848e-01	0.268469	1
P2RX3	8681	2.830848e-01	0.270832	1
PLEKHH1	8682	2.831348e-01	0.273846	1
FAM13B	8683	2.831348e-01	0.177315	2
PCSK2	8684	2.832174e-01	0.268886	1
ZNF777	8685	2.832999e-01	0.268391	1
KIAA1644	8686	2.834975e-01	0.273884	1
MRGPRE	8687	2.835148e-01	0.268764	1
EMILIN2	8688	2.835148e-01	0.180171	2
ZFP36L1	8689	2.835148e-01	0.117329	3
HACD1	8690	2.835972e-01	0.185494	2
KRT38	8691	2.836797e-01	0.273162	1
CCDC51	8692	2.837294e-01	0.171267	2
TNFRSF6B	8693	2.837294e-01	0.176991	2
HS2ST1	8694	2.839269e-01	0.26871	1
XG	8695	2.840092e-01	0.279843	1
RAB33B	8696	2.840916e-01	0.18545	2
ETNK2	8697	2.841086e-01	0.278531	1
STAU1	8698	2.841086e-01	0.168948	2
RELL2	8699	2.841086e-01	0.269302	1
RIMKLB	8700	2.841908e-01	0.186795	2
BMPR2	8701	2.843880e-01	0.167833	2
EBLN1	8702	2.845852e-01	0.270933	1
TEX43	8703	2.845862e-01	0.269898	1
PXDNL	8704	2.845862e-01	0.268059	1
BCAN	8705	2.845862e-01	0.267782	1
TIMP2	8706	2.845862e-01	0.115538	3
TIMM29	8707	2.845862e-01	0.278463	1
BCL2L1	8708	2.845862e-01	0.270867	1
ITGAL	8709	2.845862e-01	0.26678	1
RHBDL1	8710	2.846030e-01	0.266659	1
MPP3	8711	2.846030e-01	0.26917	1
CCDC178	8712	2.846030e-01	0.27053	1
ARMC3	8713	2.846198e-01	0.177843	2
ZNF264	8714	2.846198e-01	0.166921	2
TCEAL2	8715	2.846198e-01	0.115534	3
SELL	8716	2.848166e-01	0.27007	1
GNPDA2	8717	2.848659e-01	0.273345	1
HIST1H4G	8718	2.848659e-01	0.182667	2
FOXL2	8719	2.849320e-01	0.272312	1
TGIF2LY	8720	2.849320e-01	0.179573	2
ZIC3	8721	2.849320e-01	0.116059	3
CNN3	8722	2.849320e-01	0.172765	2
TRIP12	8723	2.849320e-01	0.167031	2
STBD1	8724	2.849653e-01	0.269065	1
TRIB3	8725	2.849653e-01	0.26703	1
ADAM21	8726	2.849653e-01	0.17446	2
RSAD2	8727	2.849653e-01	0.276807	1
C19orf81	8728	2.849653e-01	0.174717	2
TRIM64C	8729	2.849653e-01	0.166374	2
TJP2	8730	2.850472e-01	0.268008	1
C2orf50	8731	2.851291e-01	0.266485	1
PPIF	8732	2.852110e-01	0.114649	3
ITGA2	8733	2.853585e-01	0.270088	1
A1BG	8734	2.853585e-01	0.265653	1
C6orf223	8735	2.853585e-01	0.267764	1
RAB11FIP2	8736	2.853585e-01	0.272292	1
RAB3A	8737	2.853585e-01	0.114966	3
FAM83D	8738	2.853585e-01	0.114288	3
MT1E	8739	2.854403e-01	0.26585	1
SLC24A2	8740	2.855549e-01	0.166612	2
PRR15L	8741	2.855549e-01	0.167236	2
SDR42E2	8742	2.855549e-01	0.269448	1
PRKX	8743	2.855549e-01	0.267434	1
CCDC120	8744	2.855549e-01	0.114005	3
OR6N2	8745	2.855549e-01	0.180784	2
KCNT1	8746	2.855549e-01	0.180483	2
WWC2	8747	2.856365e-01	0.274759	1
ANKRD46	8748	2.856856e-01	0.265339	1
GALK2	8749	2.856856e-01	0.265647	1
SLC25A52	8750	2.858488e-01	0.265	1
ZNF419	8751	2.858488e-01	0.165929	2
GUCA1B	8752	2.860447e-01	0.265048	1
GAD1	8753	2.862405e-01	0.274411	1
INO80E	8754	2.863220e-01	0.264768	1
SEMA7A	8755	2.865178e-01	0.269933	1
AKAP11	8756	2.865993e-01	0.269685	1
SEPT10	8757	2.866808e-01	0.181532	2
HIST3H3	8758	2.867622e-01	0.264062	1
OR1J2	8759	2.869578e-01	0.267612	1
ARL4C	8760	2.869737e-01	0.164452	2
GPM6B	8761	2.869737e-01	0.26481	1
RARRES2	8762	2.869737e-01	0.179872	2
PCDHGA2	8763	2.870223e-01	0.267596	1
VAMP3	8764	2.870223e-01	0.263812	1
PRORY	8765	2.871037e-01	0.270596	1
PRTFDC1	8766	2.871523e-01	0.167572	2
DUSP3	8767	2.871523e-01	0.169142	2
HIST1H4I	8768	2.872336e-01	0.270091	1
SNX16	8769	2.874119e-01	0.165712	2
MOB3B	8770	2.874119e-01	0.172892	2
PIGT	8771	2.874119e-01	0.17604	2
SHANK3	8772	2.874119e-01	0.167638	2
C1QTNF8	8773	2.874119e-01	0.267041	1
RFTN1	8774	2.875415e-01	0.16463	2
UPF3B	8775	2.875415e-01	0.261779	1
SLITRK2	8776	2.875415e-01	0.262737	1
KRT76	8777	2.876227e-01	0.265335	1
ZNF24	8778	2.876711e-01	0.113098	3
RAPGEFL1	8779	2.876711e-01	0.112795	3
KDM7A	8780	2.877023e-01	0.171815	2
HACE1	8781	2.877023e-01	0.173983	2
ZNF432	8782	2.877023e-01	0.170583	2
LRFN1	8783	2.877023e-01	0.176305	2
CMC1	8784	2.877023e-01	0.112749	3
ST3GAL2	8785	2.877023e-01	0.262989	1
DHX40	8786	2.877834e-01	0.173864	2
ZBTB9	8787	2.878645e-01	0.262992	1
GSTA2	8788	2.879127e-01	0.112376	3
SFTA3	8789	2.879127e-01	0.171327	2
GPHB5	8790	2.879938e-01	0.264586	1
LIPJ	8791	2.880748e-01	0.178011	2
IGIP	8792	2.881557e-01	0.264881	1
FBXO40	8793	2.882367e-01	0.262997	1
