dataset,count_type,gene,sgRNA,group,sample_id,read_count
CRISPRn-UMUC3,countPerMil,NUP54,NUP54-20,T0,T0_3,834.2405219087686
CRISPRn-UMUC3,countPerMil,NUP205,NUP205-9,T0,T0_3,1224.8691213193044
CRISPRn-UMUC3,countPerMil,PSMB2,PSMB2-19,T0,T0_3,779.9408429679612
CRISPRn-UMUC3,countPerMil,RPS13,RPS13-3,T0,T0_3,867.8075961630859
CRISPRn-UMUC3,countPerMil,PSMC1,PSMC1-7,T0,T0_3,1030.0484550589529
CRISPRn-UMUC3,countPerMil,COPS8,COPS8-9,T0,T0_3,1237.0454129605764
CRISPRn-UMUC3,countPerMil,NUP205,NUP205-4,T0,T0_3,1970.584712106393
CRISPRn-UMUC3,countPerMil,POLR2F,POLR2F-10,T0,T0_3,1435.8151467802593
CRISPRn-UMUC3,countPerMil,NUP133,NUP133-8,T0,T0_3,526.2132522809156
CRISPRn-UMUC3,countPerMil,NUP98,NUP98-3,T0,T0_3,823.7096750838848
CRISPRn-UMUC3,countPerMil,PSMB3,PSMB3-7,T0,T0_3,696.3522462954455
CRISPRn-UMUC3,countPerMil,RPL27,RPL27-8,T0,T0_3,1021.8212309770125
CRISPRn-UMUC3,countPerMil,RPL5,RPL5-4,T0,T0_3,1194.2638477344858
CRISPRn-UMUC3,countPerMil,RPL18A,RPL18A-5,T0,T0_3,951.0671038723241
CRISPRn-UMUC3,countPerMil,NUP98,NUP98-13,T0,T0_3,656.8615707021311
CRISPRn-UMUC3,countPerMil,PSMB3,PSMB3-5,T0,T0_3,1123.5097206297974
CRISPRn-UMUC3,countPerMil,NUP98,NUP98-16,T0,T0_3,1055.3883052313297
CRISPRn-UMUC3,countPerMil,COPS6,COPS6-4,T0,T0_3,1084.677222963038
CRISPRn-UMUC3,countPerMil,PSMD6,PSMD6-11,T0,T0_3,520.6187399051961
CRISPRn-UMUC3,countPerMil,NUP98,NUP98-4,T0,T0_3,1927.8031468803024
CRISPRn-UMUC3,countPerMil,PSMC4,PSMC4-1,T0,T0_3,891.8310904823522
CRISPRn-UMUC3,countPerMil,RPS7,RPS7-6,T0,T0_3,574.9184188460034
CRISPRn-UMUC3,countPerMil,PSMB2,PSMB2-17,T0,T0_3,199.7570007095158
CRISPRn-UMUC3,countPerMil,POLR2A,POLR2A-9,T0,T0_3,248.4621672746037
CRISPRn-UMUC3,countPerMil,PSMC4,PSMC4-8,T0,T0_3,486.72257668760113
CRISPRn-UMUC3,countPerMil,COPS2,COPS2-5,T0,T0_3,156.6463465201475
CRISPRn-UMUC3,countPerMil,PSMC1,PSMC1-5,T0,T0_3,1144.2423253162874
CRISPRn-UMUC3,countPerMil,RPL3,RPL3-8,T0,T0_3,736.8301887785929
CRISPRn-UMUC3,countPerMil,RPS11,RPS11-9,T0,T0_3,905.6528269400123
CRISPRn-UMUC3,countPerMil,PSMB2,PSMB2-22,T0,T0_3,1394.0208484440016
CRISPRn-UMUC3,countPerMil,RPS24,RPS24-10,T0,T0_3,2276.966536917858
CRISPRn-UMUC3,countPerMil,PSMD11,PSMD11-7,T0,T0_3,623.6235854110913
CRISPRn-UMUC3,countPerMil,COPZ1,COPZ1-5,T0,T0_3,503.17702485148214
CRISPRn-UMUC3,countPerMil,PSMC4,PSMC4-10,T0,T0_3,750.651925236253
CRISPRn-UMUC3,countPerMil,PSMD6,PSMD6-15,T0,T0_3,542.0095225182414
CRISPRn-UMUC3,countPerMil,PSMD1,PSMD1-13,T0,T0_3,773.6881526656864
CRISPRn-UMUC3,countPerMil,COPA,COPA-3,T0,T0_3,1014.2521848216272
CRISPRn-UMUC3,countPerMil,RPL3,RPL3-6,T0,T0_3,1022.4794089035677
CRISPRn-UMUC3,countPerMil,RPS24,RPS24-6,T0,T0_3,1313.7231414042622
CRISPRn-UMUC3,countPerMil,COPS8,COPS8-6,T0,T0_3,624.9399412642018
CRISPRn-UMUC3,countPerMil,RPS24,RPS24-4,T0,T0_3,1726.0716123911209
CRISPRn-UMUC3,countPerMil,LYZL6,LYZL6-6,T0,T0_3,1485.1784912719024
CRISPRn-UMUC3,countPerMil,PSMD1,PSMD1-21,T0,T0_3,561.0966823883434
CRISPRn-UMUC3,countPerMil,COPS8,COPS8-15,T0,T0_3,1853.4290411795603
CRISPRn-UMUC3,countPerMil,RPL3,RPL3-7,T0,T0_3,934.2835667451654
CRISPRn-UMUC3,countPerMil,NUP98,NUP98-10,T0,T0_3,1633.5976137101095
CRISPRn-UMUC3,countPerMil,COPZ1,COPZ1-14,T0,T0_3,914.2091399852304
CRISPRn-UMUC3,countPerMil,RPS24,RPS24-8,T0,T0_3,1336.430279870418
CRISPRn-UMUC3,countPerMil,RPL9,RPL9-10,T0,T0_3,337.6452763228389
CRISPRn-UMUC3,countPerMil,RPL3,RPL3-1,T0,T0_3,661.4688161880177
CRISPRn-UMUC3,countPerMil,RPL27,RPL27-7,T0,T0_3,488.3680215039892
CRISPRn-UMUC3,countPerMil,RPL3,RPL3-3,T0,T0_3,1880.4143361683252
CRISPRn-UMUC3,countPerMil,RPL34,RPL34-6,T0,T0_3,775.3335974820745
CRISPRn-UMUC3,countPerMil,NUP98,NUP98-9,T0,T0_3,609.8018489534313
CRISPRn-UMUC3,countPerMil,COPS8,COPS8-14,T0,T0_3,1162.0131293332788
CRISPRn-UMUC3,countPerMil,RPS3A,RPS3A-6,T0,T0_3,415.63936061963506
CRISPRn-UMUC3,countPerMil,PSMC2,PSMC2-5,T0,T0_3,365.6178382014367
CRISPRn-UMUC3,countPerMil,RPS27,RPS27-2,T0,T0_3,846.7459025133182
CRISPRn-UMUC3,countPerMil,PSMD7,PSMD7-3,T0,T0_3,1293.977803607605
CRISPRn-UMUC3,countPerMil,RPS9,RPS9-6,T0,T0_3,242.86765489888413
CRISPRn-UMUC3,countPerMil,RPL11,RPL11-6,T0,T0_3,823.3805861206072
CRISPRn-UMUC3,countPerMil,RPS8,RPS8-3,T0,T0_3,1196.5674704774292
CRISPRn-UMUC3,countPerMil,NUP133,NUP133-10,T0,T0_3,838.1895894681002
CRISPRn-UMUC3,countPerMil,RPL5,RPL5-1,T0,T0_3,1017.872163417681
CRISPRn-UMUC3,countPerMil,POLR2D,POLR2D-5,T0,T0_3,1232.109078511412
CRISPRn-UMUC3,countPerMil,RPS27,RPS27-4,T0,T0_3,1616.4849876196731
CRISPRn-UMUC3,countPerMil,NUP98,NUP98-11,T0,T0_3,1069.5391306522674
CRISPRn-UMUC3,countPerMil,COPZ1,COPZ1-15,T0,T0_3,1043.5411025533353
CRISPRn-UMUC3,countPerMil,NUP54,NUP54-10,T0,T0_3,552.8694583064029
CRISPRn-UMUC3,countPerMil,RPS24,RPS24-13,T0,T0_3,876.3639092083041
CRISPRn-UMUC3,countPerMil,RPS11,RPS11-4,T0,T0_3,780.9281098577941
CRISPRn-UMUC3,countPerMil,PSMD1,PSMD1-16,T0,T0_3,1360.4537741896843
CRISPRn-UMUC3,countPerMil,PSMD7,PSMD7-6,T0,T0_3,452.49732450672855
CRISPRn-UMUC3,countPerMil,COPZ1,COPZ1-7,T0,T0_3,687.4668442869498
CRISPRn-UMUC3,countPerMil,NUP54,NUP54-16,T0,T0_3,593.0183118262727
CRISPRn-UMUC3,countPerMil,COPS6,COPS6-3,T0,T0_3,462.6990823683348
CRISPRn-UMUC3,countPerMil,COPS8,COPS8-1,T0,T0_3,1307.1413621387096
CRISPRn-UMUC3,countPerMil,NUP205,NUP205-3,T0,T0_3,1015.2394517114601
CRISPRn-UMUC3,countPerMil,PSMC1,PSMC1-3,T0,T0_3,1317.6722089635937
CRISPRn-UMUC3,countPerMil,NUP54,NUP54-9,T0,T0_3,1331.4939454212536
CRISPRn-UMUC3,countPerMil,RPL36,RPL36-4,T0,T0_3,1084.3481339997604
CRISPRn-UMUC3,countPerMil,POLA1,POLA1-9,T0,T0_3,836.2150556884344
CRISPRn-UMUC3,countPerMil,COPS8,COPS8-16,T0,T0_3,621.9781405947032
CRISPRn-UMUC3,countPerMil,NUP205,NUP205-6,T0,T0_3,1655.3174852864324
CRISPRn-UMUC3,countPerMil,POLR2F,POLR2F-7,T0,T0_3,1411.4625634977156
CRISPRn-UMUC3,countPerMil,RPS11,RPS11-6,T0,T0_3,1120.8770089235763
CRISPRn-UMUC3,countPerMil,COPZ1,COPZ1-9,T0,T0_3,1090.600824302035
CRISPRn-UMUC3,countPerMil,CRYGB,CRYGB-8,T0,T0_3,804.2934262505051
CRISPRn-UMUC3,countPerMil,LYZL6,LYZL6-2,T0,T0_3,1746.8042170776112
CRISPRn-UMUC3,countPerMil,RPS7,RPS7-4,T0,T0_3,793.4334904623437
CRISPRn-UMUC3,countPerMil,RPS8,RPS8-1,T0,T0_3,1243.9562811894064
CRISPRn-UMUC3,countPerMil,PSMB3,PSMB3-10,T0,T0_3,1271.270665141449
CRISPRn-UMUC3,countPerMil,RPL3,RPL3-5,T0,T0_3,1507.8856297380585
CRISPRn-UMUC3,countPerMil,MRGPRD,MRGPRD-8,T0,T0_3,914.5382289485082
CRISPRn-UMUC3,countPerMil,IL1F10,IL1F10-10,T0,T0_3,801.9898035075619
CRISPRn-UMUC3,countPerMil,PSMB2,PSMB2-11,T0,T0_3,883.2747774371342
CRISPRn-UMUC3,countPerMil,POLA1,POLA1-10,T0,T0_3,1283.7760457459988
CRISPRn-UMUC3,countPerMil,POLR2F,POLR2F-4,T0,T0_3,644.685279060859
CRISPRn-UMUC3,countPerMil,MRGPRD,MRGPRD-10,T0,T0_3,796.3952911318422
CRISPRn-UMUC3,countPerMil,OTUD6A,OTUD6A-8,T0,T0_3,525.2259853910828
CRISPRn-UMUC3,countPerMil,RPL9,RPL9-4,T0,T0_3,258.00574720965466
CRISPRn-UMUC3,countPerMil,COPS8,COPS8-5,T0,T0_3,937.245367414664
CRISPRn-UMUC3,countPerMil,NUP98,NUP98-15,T0,T0_3,943.4980577169388
CRISPRn-UMUC3,countPerMil,RPS24,RPS24-3,T0,T0_3,931.9799440022219
CRISPRn-UMUC3,countPerMil,RPS19,RPS19-1,T0,T0_3,1179.7839333502704
CRISPRn-UMUC3,countPerMil,RPL9,RPL9-5,T0,T0_3,390.9576883738134
CRISPRn-UMUC3,countPerMil,IL1F10,IL1F10-1,T0,T0_3,596.6382904223265
CRISPRn-UMUC3,countPerMil,KRT25,KRT25-2,T0,T0_3,761.5118610244144
CRISPRn-UMUC3,countPerMil,PIWIL3,PIWIL3-5,T0,T0_3,1132.0660336750154
CRISPRn-UMUC3,countPerMil,TPH2,TPH2-8,T0,T0_3,506.797003447536
CRISPRn-UMUC3,countPerMil,RPS8,RPS8-9,T0,T0_3,1800.1166291285856
CRISPRn-UMUC3,countPerMil,RPL30,RPL30-2,T0,T0_3,945.801680459882
CRISPRn-UMUC3,countPerMil,RNASE9,RNASE9-4,T0,T0_3,735.1847439622048
CRISPRn-UMUC3,countPerMil,NPSR1,NPSR1-10,T0,T0_3,829.633276422882
CRISPRn-UMUC3,countPerMil,PSMA3,PSMA3-5,T0,T0_3,1656.633841139543
CRISPRn-UMUC3,countPerMil,PSMD1,PSMD1-14,T0,T0_3,382.730464291873
CRISPRn-UMUC3,countPerMil,DMRTB1,DMRTB1-10,T0,T0_3,1811.3056538800247
CRISPRn-UMUC3,countPerMil,RPL5,RPL5-9,T0,T0_3,1470.0403989611318
CRISPRn-UMUC3,countPerMil,POLR2D,POLR2D-10,T0,T0_3,729.5902315864853
CRISPRn-UMUC3,countPerMil,RPTN,RPTN-4,T0,T0_3,287.29466494136295
CRISPRn-UMUC3,countPerMil,COPS8,COPS8-13,T0,T0_3,1298.9141380567692
CRISPRn-UMUC3,countPerMil,HTR3D,HTR3D-5,T0,T0_3,940.8653460107178
CRISPRn-UMUC3,countPerMil,MRGPRD,MRGPRD-9,T0,T0_3,964.8888403299841
CRISPRn-UMUC3,countPerMil,RPL30,RPL30-9,T0,T0_3,1346.3029487687465
CRISPRn-UMUC3,countPerMil,LYZL6,LYZL6-4,T0,T0_3,1842.240016428121
CRISPRn-UMUC3,countPerMil,RPL27,RPL27-9,T0,T0_3,874.3893754286385
CRISPRn-UMUC3,countPerMil,DMRTC2,DMRTC2-3,T0,T0_3,721.3630075045447
CRISPRn-UMUC3,countPerMil,KRT25,KRT25-3,T0,T0_3,1374.9336885738996
CRISPRn-UMUC3,countPerMil,OLIG2,OLIG2-5,T0,T0_3,935.2708336349982
CRISPRn-UMUC3,countPerMil,IL1F10,IL1F10-3,T0,T0_3,478.4953526056606
CRISPRn-UMUC3,countPerMil,IL22,IL22-2,T0,T0_3,295.52188902330346
CRISPRn-UMUC3,countPerMil,COPS2,COPS2-1,T0,T0_3,1366.0482865654037
CRISPRn-UMUC3,countPerMil,HTR3D,HTR3D-7,T0,T0_3,858.264016228035
CRISPRn-UMUC3,countPerMil,NUP54,NUP54-2,T0,T0_3,916.1836737648962
CRISPRn-UMUC3,countPerMil,LYZL6,LYZL6-8,T0,T0_3,1181.758467129936
CRISPRn-UMUC3,countPerMil,IL1F10,IL1F10-4,T0,T0_3,978.3814878243666
CRISPRn-UMUC3,countPerMil,NUP93,NUP93-5,T0,T0_3,1110.0170731354149
CRISPRn-UMUC3,countPerMil,KRT25,KRT25-4,T0,T0_3,904.6655600501795
CRISPRn-UMUC3,countPerMil,RPS11,RPS11-8,T0,T0_3,266.56206025487285
CRISPRn-UMUC3,countPerMil,OR9Q2,OR9Q2-8,T0,T0_3,315.5963157832383
CRISPRn-UMUC3,countPerMil,RXFP2,RXFP2-6,T0,T0_3,1276.536088553891
CRISPRn-UMUC3,countPerMil,LUZP4,LUZP4-1,T0,T0_3,369.5669057607681
CRISPRn-UMUC3,countPerMil,KRT74,KRT74-7,T0,T0_3,1169.5821754886642
CRISPRn-UMUC3,countPerMil,POLA1,POLA1-6,T0,T0_3,789.4844229030122
CRISPRn-UMUC3,countPerMil,OC90,OC90-1,T0,T0_3,345.87250040477943
CRISPRn-UMUC3,countPerMil,NPHS2,NPHS2-5,T0,T0_3,636.128966015641
CRISPRn-UMUC3,countPerMil,IL1F10,IL1F10-7,T0,T0_3,1561.198041789033
CRISPRn-UMUC3,countPerMil,COPS2,COPS2-8,T0,T0_3,1250.538060454959
CRISPRn-UMUC3,countPerMil,NPHS2,NPHS2-2,T0,T0_3,1249.8798825284036
CRISPRn-UMUC3,countPerMil,MRGPRD,MRGPRD-2,T0,T0_3,718.7302957983238
CRISPRn-UMUC3,countPerMil,OC90,OC90-6,T0,T0_3,1278.181533370279
CRISPRn-UMUC3,countPerMil,NUP93,NUP93-3,T0,T0_3,883.6038664004118
CRISPRn-UMUC3,countPerMil,FCRL4,FCRL4-10,T0,T0_3,1150.82410458184
CRISPRn-UMUC3,countPerMil,IL1F10,IL1F10-6,T0,T0_3,628.5599198602557
CRISPRn-UMUC3,countPerMil,PSMB3,PSMB3-2,T0,T0_3,1072.8300202850437
CRISPRn-UMUC3,countPerMil,PIWIL3,PIWIL3-9,T0,T0_3,412.01938202358116
CRISPRn-UMUC3,countPerMil,KRT74,KRT74-10,T0,T0_3,1290.357825011551
CRISPRn-UMUC3,countPerMil,RPL30,RPL30-3,T0,T0_3,1178.46757749716
CRISPRn-UMUC3,countPerMil,OTUD6A,OTUD6A-10,T0,T0_3,887.8820229230208
CRISPRn-UMUC3,countPerMil,COPS6,COPS6-9,T0,T0_3,1369.6682651614576
CRISPRn-UMUC3,countPerMil,OR9Q2,OR9Q2-6,T0,T0_3,962.2561286237631
CRISPRn-UMUC3,countPerMil,DMRTC2,DMRTC2-1,T0,T0_3,974.7615092283127
CRISPRn-UMUC3,countPerMil,LHX5,LHX5-3,T0,T0_3,496.9243345492074
CRISPRn-UMUC3,countPerMil,FAM71B,FAM71B-9,T0,T0_3,1421.3352323960441
CRISPRn-UMUC3,countPerMil,LYZL6,LYZL6-5,T0,T0_3,857.6058383014797
CRISPRn-UMUC3,countPerMil,DMRTB1,DMRTB1-1,T0,T0_3,954.3579935051002
CRISPRn-UMUC3,countPerMil,LYZL6,LYZL6-7,T0,T0_3,852.3404148890378
CRISPRn-UMUC3,countPerMil,HTR3D,HTR3D-3,T0,T0_3,1224.2109433927492
CRISPRn-UMUC3,countPerMil,CYP7A1,CYP7A1-6,T0,T0_3,847.733169403151
CRISPRn-UMUC3,countPerMil,DMRTB1,DMRTB1-8,T0,T0_3,851.3531479992049
CRISPRn-UMUC3,countPerMil,IL1F10,IL1F10-9,T0,T0_3,1044.1992804798906
CRISPRn-UMUC3,countPerMil,OC90,OC90-8,T0,T0_3,512.0624268599779
CRISPRn-UMUC3,countPerMil,OC90,OC90-7,T0,T0_3,876.0348202450265
CRISPRn-UMUC3,countPerMil,OR9Q2,OR9Q2-7,T0,T0_3,292.5600883538049
CRISPRn-UMUC3,countPerMil,RPS24,RPS24-11,T0,T0_3,1085.664489852871
CRISPRn-UMUC3,countPerMil,MRGPRD,MRGPRD-1,T0,T0_3,1364.4028417490158
CRISPRn-UMUC3,countPerMil,SAGE1,SAGE1-9,T0,T0_3,587.0947104872755
CRISPRn-UMUC3,countPerMil,RNASE9,RNASE9-7,T0,T0_3,582.4874650013887
CRISPRn-UMUC3,countPerMil,SPATA16,SPATA16-1,T0,T0_3,1035.9720563979502
CRISPRn-UMUC3,countPerMil,FCRL4,FCRL4-9,T0,T0_3,282.68741945547623
CRISPRn-UMUC3,countPerMil,TAAR8,TAAR8-6,T0,T0_3,586.4365325607203
CRISPRn-UMUC3,countPerMil,SPATA16,SPATA16-3,T0,T0_3,681.8723319112302
CRISPRn-UMUC3,countPerMil,RPTN,RPTN-9,T0,T0_3,1789.9148712669794
CRISPRn-UMUC3,countPerMil,COPZ1,COPZ1-8,T0,T0_3,907.9564496829557
CRISPRn-UMUC3,countPerMil,DMRTB1,DMRTB1-4,T0,T0_3,1308.1286290285425
CRISPRn-UMUC3,countPerMil,DMRTC2,DMRTC2-9,T0,T0_3,772.0427078492983
CRISPRn-UMUC3,countPerMil,RPS24,RPS24-12,T0,T0_3,1513.8092310770555
CRISPRn-UMUC3,countPerMil,OR9Q2,OR9Q2-4,T0,T0_3,633.49625430942
CRISPRn-UMUC3,countPerMil,DMRTC2,DMRTC2-7,T0,T0_3,1218.9455199803072
CRISPRn-UMUC3,countPerMil,COPS8,COPS8-11,T0,T0_3,584.7910877443321
CRISPRn-UMUC3,countPerMil,OC90,OC90-9,T0,T0_3,817.45698478161
CRISPRn-UMUC3,countPerMil,LYZL6,LYZL6-9,T0,T0_3,765.1318396204682
CRISPRn-UMUC3,countPerMil,PSMA3,PSMA3-4,T0,T0_3,492.97526698987593
CRISPRn-UMUC3,countPerMil,MRGPRD,MRGPRD-6,T0,T0_3,752.9555479791964
CRISPRn-UMUC3,countPerMil,RPL35A,RPL35A-7,T0,T0_3,906.3110048665676
CRISPRn-UMUC3,countPerMil,COPS2,COPS2-7,T0,T0_3,804.2934262505051
CRISPRn-UMUC3,countPerMil,PSMD1,PSMD1-17,T0,T0_3,504.8224696678703
CRISPRn-UMUC3,countPerMil,CABP5,CABP5-7,T0,T0_3,744.7283238972558
CRISPRn-UMUC3,countPerMil,COPS8,COPS8-8,T0,T0_3,1304.8377393957662
CRISPRn-UMUC3,countPerMil,IL1F10,IL1F10-2,T0,T0_3,286.6364870148077
CRISPRn-UMUC3,countPerMil,PIWIL3,PIWIL3-6,T0,T0_3,1120.218830997021
CRISPRn-UMUC3,countPerMil,ADH7,ADH7-8,T0,T0_3,372.5287064302667
CRISPRn-UMUC3,countPerMil,TGM6,TGM6-4,T0,T0_3,522.5932736848617
CRISPRn-UMUC3,countPerMil,RNASE9,RNASE9-11,T0,T0_3,872.7439306122503
CRISPRn-UMUC3,countPerMil,LYZL6,LYZL6-3,T0,T0_3,839.8350342844882
CRISPRn-UMUC3,countPerMil,TPH2,TPH2-3,T0,T0_3,645.6725459506919
CRISPRn-UMUC3,countPerMil,TRIM42,TRIM42-3,T0,T0_3,764.4736616939131
CRISPRn-UMUC3,countPerMil,PSMA3,PSMA3-9,T0,T0_3,896.1092470049614
CRISPRn-UMUC3,countPerMil,DMRTC2,DMRTC2-5,T0,T0_3,1054.0719493782192
CRISPRn-UMUC3,countPerMil,KRT9,KRT9-1,T0,T0_3,787.1808001600689
CRISPRn-UMUC3,countPerMil,ADH7,ADH7-1,T0,T0_3,879.3257098778028
CRISPRn-UMUC3,countPerMil,TAS2R13,TAS2R13-4,T0,T0_3,480.1407974220487
CRISPRn-UMUC3,countPerMil,HTR3D,HTR3D-8,T0,T0_3,374.1741512466548
CRISPRn-UMUC3,countPerMil,SPATA16,SPATA16-4,T0,T0_3,958.6361500277093
CRISPRn-UMUC3,countPerMil,RPL9,RPL9-1,T0,T0_3,869.7821299427517
CRISPRn-UMUC3,countPerMil,KRT74,KRT74-6,T0,T0_3,575.2475078092812
CRISPRn-UMUC3,countPerMil,CABP5,CABP5-9,T0,T0_3,1105.4098276495283
CRISPRn-UMUC3,countPerMil,RXFP2,RXFP2-2,T0,T0_3,378.4523077692639
CRISPRn-UMUC3,countPerMil,SPATA16,SPATA16-10,T0,T0_3,869.7821299427517
CRISPRn-UMUC3,countPerMil,KRT9,KRT9-2,T0,T0_3,1345.973859805469
CRISPRn-UMUC3,countPerMil,CRYGB,CRYGB-6,T0,T0_3,1378.882756133231
CRISPRn-UMUC3,countPerMil,RPS7,RPS7-7,T0,T0_3,686.1504884338393
CRISPRn-UMUC3,countPerMil,RPL9,RPL9-8,T0,T0_3,305.3945579216321
CRISPRn-UMUC3,countPerMil,IL22,IL22-9,T0,T0_3,1301.8759387262678
CRISPRn-UMUC3,countPerMil,OTUD6A,OTUD6A-3,T0,T0_3,1187.6820684689335
CRISPRn-UMUC3,countPerMil,ADH7,ADH7-4,T0,T0_3,508.77153722720175
CRISPRn-UMUC3,countPerMil,KRT9,KRT9-5,T0,T0_3,820.7478744143862
CRISPRn-UMUC3,countPerMil,RNASE9,RNASE9-1,T0,T0_3,502.18975796164926
CRISPRn-UMUC3,countPerMil,PIWIL3,PIWIL3-2,T0,T0_3,349.16339003755564
CRISPRn-UMUC3,countPerMil,DMRTC2,DMRTC2-6,T0,T0_3,1372.9591547942339
CRISPRn-UMUC3,countPerMil,RPL30,RPL30-10,T0,T0_3,820.4187854511086
CRISPRn-UMUC3,countPerMil,PSMC2,PSMC2-10,T0,T0_3,993.5195801351372
CRISPRn-UMUC3,countPerMil,CYP7A1,CYP7A1-4,T0,T0_3,1394.6790263705568
CRISPRn-UMUC3,countPerMil,COPS2,COPS2-2,T0,T0_3,1293.977803607605
CRISPRn-UMUC3,countPerMil,TRIM42,TRIM42-7,T0,T0_3,1317.343120000316
CRISPRn-UMUC3,countPerMil,NLRP5,NLRP5-9,T0,T0_3,683.8468656908959
CRISPRn-UMUC3,countPerMil,DMRTB1,DMRTB1-6,T0,T0_3,1114.953407584579
CRISPRn-UMUC3,countPerMil,MAGEB3,MAGEB3-3,T0,T0_3,633.8253432726975
CRISPRn-UMUC3,countPerMil,OLIG2,OLIG2-6,T0,T0_3,794.0916683888989
CRISPRn-UMUC3,countPerMil,FAM71B,FAM71B-7,T0,T0_3,901.3746704174033
CRISPRn-UMUC3,countPerMil,VN1R2,VN1R2-3,T0,T0_3,858.264016228035
CRISPRn-UMUC3,countPerMil,ABCG8,ABCG8-8,T0,T0_3,1172.2148871948853
CRISPRn-UMUC3,countPerMil,RNASE9,RNASE9-9,T0,T0_3,723.3375412842105
CRISPRn-UMUC3,countPerMil,OR12D2,OR12D2-6,T0,T0_3,675.2905526456778
CRISPRn-UMUC3,countPerMil,PSMD6,PSMD6-2,T0,T0_3,654.8870369224653
CRISPRn-UMUC3,countPerMil,POU4F2,POU4F2-1,T0,T0_3,465.00270511127815
CRISPRn-UMUC3,countPerMil,MRGPRD,MRGPRD-7,T0,T0_3,945.801680459882
CRISPRn-UMUC3,countPerMil,TAS2R13,TAS2R13-6,T0,T0_3,746.3737687136439
CRISPRn-UMUC3,countPerMil,MAGEB3,MAGEB3-6,T0,T0_3,1044.1992804798906
CRISPRn-UMUC3,countPerMil,TGM6,TGM6-11,T0,T0_3,615.39636132915075
CRISPRn-UMUC3,countPerMil,CABP5,CABP5-5,T0,T0_3,1076.7790878443752
CRISPRn-UMUC3,countPerMil,LUZP4,LUZP4-9,T0,T0_3,623.2944964478138
CRISPRn-UMUC3,countPerMil,COPS8,COPS8-3,T0,T0_3,1516.112853819999
CRISPRn-UMUC3,countPerMil,POU4F2,POU4F2-9,T0,T0_3,777.3081312617403
CRISPRn-UMUC3,countPerMil,TPH2,TPH2-5,T0,T0_3,1422.322499285877
CRISPRn-UMUC3,countPerMil,TPH2,TPH2-4,T0,T0_3,666.4051506371821
CRISPRn-UMUC3,countPerMil,IL22,IL22-7,T0,T0_3,862.8712617139216
CRISPRn-UMUC3,countPerMil,RPL35A,RPL35A-3,T0,T0_3,926.3854316265025
CRISPRn-UMUC3,countPerMil,RPS24,RPS24-2,T0,T0_3,839.1768563579329
CRISPRn-UMUC3,countPerMil,RPTN,RPTN-10,T0,T0_3,923.4236309570039
CRISPRn-UMUC3,countPerMil,TAS2R13,TAS2R13-1,T0,T0_3,265.57479336503997
CRISPRn-UMUC3,countPerMil,RPL5,RPL5-7,T0,T0_3,1284.1051347092764
CRISPRn-UMUC3,countPerMil,ABCG8,ABCG8-9,T0,T0_3,1085.0063119263157
CRISPRn-UMUC3,countPerMil,DMRTB1,DMRTB1-7,T0,T0_3,1012.6067400052391
CRISPRn-UMUC3,countPerMil,SPATA16,SPATA16-2,T0,T0_3,979.3687547141993
CRISPRn-UMUC3,countPerMil,KRT25,KRT25-5,T0,T0_3,1412.7789193508258
CRISPRn-UMUC3,countPerMil,DEFB129,DEFB129-10,T0,T0_3,782.2444657109046
CRISPRn-UMUC3,countPerMil,CRYGB,CRYGB-1,T0,T0_3,1015.2394517114601
CRISPRn-UMUC3,countPerMil,DMRTC2,DMRTC2-8,T0,T0_3,1923.5249903576935
CRISPRn-UMUC3,countPerMil,OR12D2,OR12D2-7,T0,T0_3,619.3454288884824
CRISPRn-UMUC3,countPerMil,RPL5,RPL5-10,T0,T0_3,1334.1266571274746
CRISPRn-UMUC3,countPerMil,RPL34,RPL34-2,T0,T0_3,410.3739372071931
CRISPRn-UMUC3,countPerMil,OC90,OC90-4,T0,T0_3,512.7206047865332
CRISPRn-UMUC3,countPerMil,CYP7A1,CYP7A1-8,T0,T0_3,1406.8553180118288
CRISPRn-UMUC3,countPerMil,IL22,IL22-3,T0,T0_3,1404.880784232163
CRISPRn-UMUC3,countPerMil,KRT9,KRT9-4,T0,T0_3,499.5570462554283
CRISPRn-UMUC3,countPerMil,DMRTB1,DMRTB1-9,T0,T0_3,1544.0854156985965
CRISPRn-UMUC3,countPerMil,NPSR1,NPSR1-7,T0,T0_3,702.2758476344427
CRISPRn-UMUC3,countPerMil,IL1F10,IL1F10-8,T0,T0_3,992.5323132453042
CRISPRn-UMUC3,countPerMil,NLRP5,NLRP5-3,T0,T0_3,1111.0043400252475
CRISPRn-UMUC3,countPerMil,ADH7,ADH7-2,T0,T0_3,399.5140014190316
CRISPRn-UMUC3,countPerMil,RPTN,RPTN-2,T0,T0_3,1061.311906570327
CRISPRn-UMUC3,countPerMil,RXFP2,RXFP2-7,T0,T0_3,655.8743038122982
CRISPRn-UMUC3,countPerMil,HTR3D,HTR3D-1,T0,T0_3,1998.8863629482687
CRISPRn-UMUC3,countPerMil,LHX5,LHX5-6,T0,T0_3,553.8567251962357
CRISPRn-UMUC3,countPerMil,KRT74,KRT74-9,T0,T0_3,1402.5771614892196
CRISPRn-UMUC3,countPerMil,KRT25,KRT25-6,T0,T0_3,1039.9211239572817
CRISPRn-UMUC3,countPerMil,FCRL4,FCRL4-6,T0,T0_3,936.9162784513862
