sgrna	symbol	pool	plow	prob	chosen
SPATA16_SPATA16-8	SPATA16	list	19.526801642345998	1	1
OTUD6A_OTUD6A-4	OTUD6A	list	19.549276026912132	1	1
SPATA16_SPATA16-2	SPATA16	list	19.57901778515985	1	1
TRIM42_TRIM42-8	TRIM42	list	19.604503043548473	1	1
KRT77_KRT77-1	KRT77	list	19.62869494202854	1	1
TPH2_TPH2-1	TPH2	list	19.738778208075534	1	1
TGM6_TGM6-14	TGM6	list	19.77697133499008	1	1
OC90_OC90-10	OC90	list	19.94259572636095	1	1
TAAR1_TAAR1-5	TAAR1	list	20.026766828320106	1	1
PLA2G2E_PLA2G2E-9	PLA2G2E	list	20.22606043731975	1	1
RPL27_RPL27-4	RPL27	list	20.26713589577512	1	1
KRT25_KRT25-1	KRT25	list	20.40479423259009	1	1
FCRL4_FCRL4-2	FCRL4	list	20.509849117714012	1	1
RPTN_RPTN-9	RPTN	list	20.518297044938578	1	1
VN1R2_VN1R2-10	VN1R2	list	20.611799048516083	1	1
NLRP5_NLRP5-7	NLRP5	list	20.622326753316678	1	1
DMRTB1_DMRTB1-2	DMRTB1	list	20.684828765801143	1	1
RNASE9_RNASE9-10	RNASE9	list	20.69664987927774	1	1
CABP5_CABP5-10	CABP5	list	20.73688314178642	1	1
OR12D2_OR12D2-1	OR12D2	list	20.812678518072055	1	1
KRT77_KRT77-5	KRT77	list	20.813993382538868	1	1
TAS2R13_TAS2R13-9	TAS2R13	list	20.879263360211052	1	1
COPS2_COPS2-2	COPS2	list	20.892686572758752	1	1
SAGE1_SAGE1-8	SAGE1	list	20.94150811113494	1	1
CRYGB_CRYGB-1	CRYGB	list	21.002906990018715	1	1
PSMC1_PSMC1-2	PSMC1	list	21.231008406743715	1	1
CYP7A1_CYP7A1-4	CYP7A1	list	21.29281959610144	1	1
PIWIL3_PIWIL3-1	PIWIL3	list	21.31092137590368	1	1
RXFP2_RXFP2-3	RXFP2	list	21.53128975022668	1	1
LUZP4_LUZP4-2	LUZP4	list	21.544636486162116	1	1
FAM71B_FAM71B-5	FAM71B	list	21.659225505302096	1	1
NLRP5_NLRP5-5	NLRP5	list	21.705788138917292	1	1
CYP7A1_CYP7A1-1	CYP7A1	list	21.812286178384603	1	1
NPHS2_NPHS2-1	NPHS2	list	22.11958473351474	1	1
TAS2R13_TAS2R13-8	TAS2R13	list	22.251993288298785	1	1
RPTN_RPTN-7	RPTN	list	22.441832102403065	1	1
DEFB129_DEFB129-3	DEFB129	list	22.536001082959565	1	1
DEFB129_DEFB129-7	DEFB129	list	22.54703943661256	1	1
LHX5_LHX5-1	LHX5	list	22.831802764735393	1	1
NPSR1_NPSR1-1	NPSR1	list	22.833958738993484	1	1
ABCG8_ABCG8-3	ABCG8	list	22.88042172740237	1	1
OR52E8_OR52E8-6	OR52E8	list	23.00809439875542	1	1
CRYGB_CRYGB-3	CRYGB	list	23.156595289205697	1	1
CYP7A1_CYP7A1-3	CYP7A1	list	23.213078311609742	1	1
IL22_IL22-3	IL22	list	23.244715133148603	1	1
ADH7_ADH7-9	ADH7	list	23.28152948941259	1	1
KRT25_KRT25-5	KRT25	list	23.8950391668938	1	1
FCRL4_FCRL4-5	FCRL4	list	23.902644042192257	1	1
OC90_OC90-3	OC90	list	23.97130005328072	1	1
SPATA16_SPATA16-9	SPATA16	list	24.153007770982946	1	1
DMRTB1_DMRTB1-9	DMRTB1	list	24.500477710922958	1	1
CYP7A1_CYP7A1-10	CYP7A1	list	24.59495281148966	1	1
DEFB129_DEFB129-9	DEFB129	list	24.809614287744736	1	1
FAM71B_FAM71B-8	FAM71B	list	25.00277193679317	1	1
NLRP5_NLRP5-1	NLRP5	list	25.138968654696196	1	1
MAGEB3_MAGEB3-8	MAGEB3	list	25.447342488898354	1	1
FCRL4_FCRL4-1	FCRL4	list	25.533457430211943	1	1
HTR3D_HTR3D-10	HTR3D	list	25.56219470791337	1	1
TGM6_TGM6-10	TGM6	list	25.677846358172843	1	1
PSMD1_PSMD1-15	PSMD1	list	25.944131541234103	1	1
COPS8_COPS8-7	COPS8	list	25.99114982274002	1	1
MAGEB3_MAGEB3-5	MAGEB3	list	26.25353574221215	1	1
FAM71B_FAM71B-1	FAM71B	list	26.31424284664451	1	1
IL1F10_IL1F10-5	IL1F10	list	26.360486933834704	1	1
RPL36_RPL36-8	RPL36	list	26.3957577356793	1	1
ADH7_ADH7-5	ADH7	list	26.480651772164773	1	1
RPL27_RPL27-6	RPL27	list	26.55207617613989	1	1
TAAR8_TAAR8-4	TAAR8	list	26.66247411054892	1	1
LHX5_LHX5-10	LHX5	list	26.78770904061579	1	1
NUP133_NUP133-9	NUP133	list	26.816563966090357	1	1
OR9Q2_OR9Q2-1	OR9Q2	list	27.041625458813343	1	1
DEFB129_DEFB129-8	DEFB129	list	27.097632545709352	1	1
MRGPRD_MRGPRD-3	MRGPRD	list	27.118120955186352	1	1
NPSR1_NPSR1-6	NPSR1	list	27.40518334229578	1	1
VN1R2_VN1R2-8	VN1R2	list	27.45859506335729	1	1
MRGPRD_MRGPRD-5	MRGPRD	list	27.77722633759104	1	1
LUZP4_LUZP4-8	LUZP4	list	28.010590245942854	1	1
POLR2A_POLR2A-6	POLR2A	list	28.013389590464246	1	1
TPH2_TPH2-2	TPH2	list	28.101068398412085	1	1
TAS2R13_TAS2R13-7	TAS2R13	list	28.5524525147303	1	1
OR9Q2_OR9Q2-10	OR9Q2	list	28.808898964169202	1	1
NPHS2_NPHS2-4	NPHS2	list	29.130456993704613	1	1
KRT25_KRT25-10	KRT25	list	29.751098783478025	1	1
LUZP4_LUZP4-4	LUZP4	list	29.79270577072388	1	1
KRT9_KRT9-7	KRT9	list	29.833395433796316	1	1
PIWIL3_PIWIL3-4	PIWIL3	list	30.15663638631049	1	1
TAAR1_TAAR1-9	TAAR1	list	30.300721618669883	1	1
NPHS2_NPHS2-6	NPHS2	list	30.305469540451494	1	1
LYZL6_LYZL6-1	LYZL6	list	30.310523023457687	1	1
KRT25_KRT25-7	KRT25	list	30.413605337759172	1	1
TAS2R9_TAS2R9-1	TAS2R9	list	30.466666773657295	1	1
KRT77_KRT77-9	KRT77	list	30.658687050608073	1	1
PIWIL3_PIWIL3-7	PIWIL3	list	30.747496556476918	1	1
PLA2G2E_PLA2G2E-8	PLA2G2E	list	31.059422849384013	1	1
TAS2R13_TAS2R13-2	TAS2R13	list	31.38434996856936	1	1
TGM6_TGM6-8	TGM6	list	31.475283626267117	1	1
NLRP5_NLRP5-8	NLRP5	list	31.77646852226792	1	1
COPZ1_COPZ1-13	COPZ1	list	32.00185460282206	1	1
NUP133_NUP133-4	NUP133	list	32.38485908871248	1	1
OR52E8_OR52E8-1	OR52E8	list	32.506038005124594	1	1
VN1R2_VN1R2-6	VN1R2	list	32.944341708418406	1	1
NLRP5_NLRP5-4	NLRP5	list	33.16489907412447	1	1
MAGEB3_MAGEB3-2	MAGEB3	list	33.32019819218898	1	1
TAS2R9_TAS2R9-6	TAS2R9	list	34.09781012371851	1	1
SAGE1_SAGE1-6	SAGE1	list	34.37736988367872	1	1
DEFB129_DEFB129-2	DEFB129	list	34.43661308831851	1	1
TAAR8_TAAR8-2	TAAR8	list	34.878926166344094	1	1
CYP7A1_CYP7A1-9	CYP7A1	list	35.44534412827347	1	1
NPSR1_NPSR1-3	NPSR1	list	35.78909350986644	1	1
IL22_IL22-8	IL22	list	36.319547791988136	1	1
RPTN_RPTN-1	RPTN	list	37.01687349095191	1	1
TGM6_TGM6-12	TGM6	list	37.14433900902998	1	1
TAS2R9_TAS2R9-4	TAS2R9	list	37.282129616172455	1	1
MAGEB3_MAGEB3-4	MAGEB3	list	38.49559076717139	1	1
OR52E8_OR52E8-10	OR52E8	list	39.169794774195964	1	1
TGM6_TGM6-2	TGM6	list	40.011964277097036	1	1
POU4F2_POU4F2-8	POU4F2	list	40.1294747550778	1	1
TAAR1_TAAR1-7	TAAR1	list	40.51751131720291	1	1
OR52E8_OR52E8-5	OR52E8	list	41.69542146233177	1	1
ADH7_ADH7-10	ADH7	list	44.5165146391883	1	1
CABP5_CABP5-1	CABP5	list	44.60168982948543	1	1
RPS7_RPS7-5	RPS7	list	45.007155422145736	1	1
TAAR8_TAAR8-7	TAAR8	list	45.56818100145708	1	1
FAM71B_FAM71B-6	FAM71B	list	48.37408788325701	1	1
FAM71B_FAM71B-3	FAM71B	list	48.59588660771276	1	1
OTUD6A_OTUD6A-7	OTUD6A	list	56.589159353598866	1	1
